"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"1","Cały kraj","Cały kraj",165,0.04,35,6,29,2076,178,61845,59936,333,59444,159,"t0000",2021-06-22
"2","dolnośląskie","bolesławiecki",1,0.11,0,0,0,4,0,375,122,1,121,0,"t0201",2021-06-22
"3","dolnośląskie","dzierżoniowski",0,0,0,0,0,1,1,63,116,1,115,0,"t0202",2021-06-22
"4","dolnośląskie","głogowski",0,0,0,0,0,2,0,91,100,0,100,0,"t0203",2021-06-22
"5","dolnośląskie","górowski",0,0,0,0,0,9,1,34,34,0,34,0,"t0204",2021-06-22
"6","dolnośląskie","jaworski",0,0,0,0,0,0,2,33,58,1,57,0,"t0205",2021-06-22
"7","dolnośląskie","jeleniogórski",0,0,0,0,0,1,0,43,64,0,63,1,"t0206",2021-06-22
"8","dolnośląskie","kamiennogórski",0,0,0,0,0,6,0,33,63,1,62,0,"t0207",2021-06-22
"9","dolnośląskie","kłodzki",1,0.06,1,0,1,7,0,112,152,1,151,0,"t0208",2021-06-22
"10","dolnośląskie","legnicki",0,0,0,0,0,1,0,56,71,0,70,1,"t0209",2021-06-22
"11","dolnośląskie","lubański",0,0,0,0,0,1,0,36,37,0,37,0,"t0210",2021-06-22
"12","dolnośląskie","lubiński",0,0,0,0,0,3,0,52,157,0,157,0,"t0211",2021-06-22
"13","dolnośląskie","lwówecki",0,0,0,0,0,8,0,50,49,0,49,0,"t0212",2021-06-22
"14","dolnośląskie","milicki",0,0,0,0,0,4,0,42,31,0,31,0,"t0213",2021-06-22
"15","dolnośląskie","oleśnicki",1,0.09,0,0,0,6,0,82,114,1,112,1,"t0214",2021-06-22
"16","dolnośląskie","oławski",0,0,0,0,0,4,0,96,119,0,116,3,"t0215",2021-06-22
"17","dolnośląskie","polkowicki",0,0,0,0,0,0,0,47,85,0,85,0,"t0216",2021-06-22
"18","dolnośląskie","strzeliński",1,0.23,0,0,0,5,1,31,41,1,40,0,"t0217",2021-06-22
"19","dolnośląskie","średzki",0,0,0,0,0,1,0,65,44,0,44,0,"t0218",2021-06-22
"20","dolnośląskie","świdnicki",1,0.06,0,0,0,8,0,195,197,1,196,0,"t0219",2021-06-22
"21","dolnośląskie","trzebnicki",0,0,0,0,0,3,0,314,114,0,112,2,"t0220",2021-06-22
"22","dolnośląskie","wałbrzyski",0,0,0,0,0,4,1,25,93,0,93,0,"t0221",2021-06-22
"23","dolnośląskie","wołowski",0,0,0,0,0,1,0,54,49,0,49,0,"t0222",2021-06-22
"24","dolnośląskie","wrocławski",0,0,0,0,0,11,1,298,310,3,304,3,"t0223",2021-06-22
"25","dolnośląskie","ząbkowicki",1,0.16,0,0,0,5,0,36,56,1,55,0,"t0224",2021-06-22
"26","dolnośląskie","zgorzelecki",0,0,0,0,0,3,0,74,85,1,84,0,"t0225",2021-06-22
"27","dolnośląskie","złotoryjski",1,0.23,0,0,0,0,1,32,58,1,57,0,"t0226",2021-06-22
"28","dolnośląskie","Jelenia Góra",0,0,0,0,0,6,0,61,102,1,101,0,"t0261",2021-06-22
"29","dolnośląskie","Legnica",1,0.1,0,0,0,6,0,160,138,1,137,0,"t0262",2021-06-22
"30","dolnośląskie","Wrocław",4,0.06,0,0,0,38,9,1429,1345,7,1334,4,"t0264",2021-06-22
"31","dolnośląskie","Wałbrzych",1,0.09,0,0,0,4,0,92,180,2,178,0,"t0265",2021-06-22
"32","kujawsko-pomorskie","aleksandrowski",0,0,0,0,0,2,0,25,72,0,72,0,"t0401",2021-06-22
"33","kujawsko-pomorskie","brodnicki",1,0.13,0,0,0,6,0,20,83,1,81,1,"t0402",2021-06-22
"34","kujawsko-pomorskie","bydgoski",0,0,0,0,0,6,0,87,214,2,211,1,"t0403",2021-06-22
"35","kujawsko-pomorskie","chełmiński",0,0,0,0,0,0,0,26,52,0,52,0,"t0404",2021-06-22
"36","kujawsko-pomorskie","golubsko-dobrzyński",0,0,0,0,0,1,0,11,49,0,49,0,"t0405",2021-06-22
"37","kujawsko-pomorskie","grudziądzki",0,0,0,0,0,3,0,20,31,0,30,1,"t0406",2021-06-22
"38","kujawsko-pomorskie","inowrocławski",0,0,0,0,0,6,0,131,178,0,178,0,"t0407",2021-06-22
"39","kujawsko-pomorskie","lipnowski",0,0,0,0,0,4,0,65,69,1,68,0,"t0408",2021-06-22
"40","kujawsko-pomorskie","mogileński",0,0,0,0,0,0,0,22,56,0,56,0,"t0409",2021-06-22
"41","kujawsko-pomorskie","nakielski",0,0,0,0,0,6,1,52,108,0,107,1,"t0410",2021-06-22
"42","kujawsko-pomorskie","radziejowski",0,0,0,0,0,6,0,24,27,0,27,0,"t0411",2021-06-22
"43","kujawsko-pomorskie","rypiński",0,0,0,0,0,1,0,6,41,0,40,1,"t0412",2021-06-22
"44","kujawsko-pomorskie","sępoleński",0,0,0,0,0,1,2,19,47,0,46,1,"t0413",2021-06-22
"45","kujawsko-pomorskie","świecki",0,0,1,0,1,5,0,73,166,0,164,2,"t0414",2021-06-22
"46","kujawsko-pomorskie","toruński",0,0,0,0,0,4,1,44,132,1,131,0,"t0415",2021-06-22
"47","kujawsko-pomorskie","tucholski",0,0,0,0,0,2,0,19,48,0,48,0,"t0416",2021-06-22
"48","kujawsko-pomorskie","wąbrzeski",0,0,0,0,0,1,0,9,33,0,33,0,"t0417",2021-06-22
"49","kujawsko-pomorskie","włocławski",0,0,0,0,0,2,0,48,115,0,115,0,"t0418",2021-06-22
"50","kujawsko-pomorskie","żniński",0,0,0,0,0,1,0,32,79,0,79,0,"t0419",2021-06-22
"51","kujawsko-pomorskie","Bydgoszcz",3,0.09,1,0,1,24,0,367,591,4,582,5,"t0461",2021-06-22
"52","kujawsko-pomorskie","Grudziądz",0,0,0,0,0,5,0,70,163,1,158,4,"t0462",2021-06-22
"53","kujawsko-pomorskie","Toruń",1,0.05,0,0,0,9,0,91,320,1,318,1,"t0463",2021-06-22
"54","kujawsko-pomorskie","Włocławek",0,0,0,0,0,6,2,71,173,0,173,0,"t0464",2021-06-22
"55","lubelskie","bialski",2,0.18,0,0,0,3,0,129,157,2,155,0,"t0601",2021-06-22
"56","lubelskie","biłgorajski",0,0,0,0,0,9,0,676,150,0,150,0,"t0602",2021-06-22
"57","lubelskie","chełmski",1,0.13,1,0,1,5,0,138,108,1,107,0,"t0603",2021-06-22
"58","lubelskie","hrubieszowski",1,0.16,2,0,2,3,1,28,96,2,93,1,"t0604",2021-06-22
