wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;4604;1.20;264;39;225;17689;6251;177875;42669;5600;36438;631;t0000
dolnoœl¹skie;boles³awiecki;23;2.55;0;0;0;41;16;400;170;28;137;5;t0201
dolnoœl¹skie;dzier¿oniowski;6;0.60;2;0;2;18;7;186;99;10;89;0;t0202
dolnoœl¹skie;g³ogowski;4;0.45;1;0;1;33;14;274;93;8;84;1;t0203
dolnoœl¹skie;górowski;0;0;0;0;0;7;4;87;81;6;75;0;t0204
dolnoœl¹skie;jaworski;5;1.00;0;0;0;25;13;167;54;8;46;0;t0205
dolnoœl¹skie;jeleniogórski;8;1.26;2;0;2;23;18;219;82;9;70;3;t0206
dolnoœl¹skie;kamiennogórski;2;0.46;0;0;0;5;0;97;101;2;93;6;t0207
dolnoœl¹skie;k³odzki;12;0.76;2;0;2;65;14;567;290;14;273;3;t0208
dolnoœl¹skie;legnicki;5;0.91;1;1;0;19;5;151;45;5;39;1;t0209
dolnoœl¹skie;lubañski;4;0.74;0;0;0;21;16;231;68;6;61;1;t0210
dolnoœl¹skie;lubiñski;1;0.09;0;0;0;38;7;213;117;1;116;0;t0211
dolnoœl¹skie;lwówecki;4;0.87;0;0;0;18;1;107;80;4;76;0;t0212
dolnoœl¹skie;milicki;4;1.08;0;0;0;16;1;117;36;6;30;0;t0213
dolnoœl¹skie;oleœnicki;15;1.40;0;0;0;29;11;364;126;21;102;3;t0214
dolnoœl¹skie;o³awski;4;0.52;0;0;0;38;3;479;71;5;64;2;t0215
dolnoœl¹skie;polkowicki;14;2.22;0;0;0;15;8;160;73;15;55;3;t0216
dolnoœl¹skie;strzeliñski;5;1.15;0;0;0;15;3;81;38;7;31;0;t0217
dolnoœl¹skie;œredzki;3;0.54;0;0;0;24;4;241;44;3;41;0;t0218
dolnoœl¹skie;œwidnicki;21;1.34;6;0;6;56;26;671;198;29;161;8;t0219
