"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"1","Cały kraj","Cały kraj",269,0.07,0,0,0,179,383,69160,22440,309,22080,51,"t0000",2021-09-12
"2","dolnośląskie","bolesławiecki",0,0,0,0,0,0,0,159,51,0,51,0,"t0201",2021-09-12
"3","dolnośląskie","dzierżoniowski",0,0,0,0,0,0,0,54,26,0,26,0,"t0202",2021-09-12
"4","dolnośląskie","głogowski",1,0.11,0,0,0,0,0,74,53,1,52,0,"t0203",2021-09-12
"5","dolnośląskie","górowski",0,0,0,0,0,4,1,37,20,0,20,0,"t0204",2021-09-12
"6","dolnośląskie","jaworski",0,0,0,0,0,0,0,48,14,0,14,0,"t0205",2021-09-12
"7","dolnośląskie","jeleniogórski",0,0,0,0,0,0,0,92,29,0,29,0,"t0206",2021-09-12
"8","dolnośląskie","kamiennogórski",0,0,0,0,0,0,0,70,7,0,7,0,"t0207",2021-09-12
"9","dolnośląskie","kłodzki",0,0,0,0,0,0,1,96,53,0,53,0,"t0208",2021-09-12
"10","dolnośląskie","legnicki",0,0,0,0,0,0,0,99,17,0,17,0,"t0209",2021-09-12
"11","dolnośląskie","lubański",0,0,0,0,0,0,0,38,22,0,22,0,"t0210",2021-09-12
"12","dolnośląskie","lubiński",0,0,0,0,0,1,0,92,47,1,46,0,"t0211",2021-09-12
"13","dolnośląskie","lwówecki",0,0,0,0,0,0,0,45,13,0,13,0,"t0212",2021-09-12
"14","dolnośląskie","milicki",0,0,0,0,0,0,0,36,11,0,11,0,"t0213",2021-09-12
"15","dolnośląskie","oleśnicki",2,0.19,0,0,0,0,1,134,49,2,47,0,"t0214",2021-09-12
"16","dolnośląskie","oławski",0,0,0,0,0,0,0,209,38,0,38,0,"t0215",2021-09-12
"17","dolnośląskie","polkowicki",0,0,0,0,0,0,1,46,24,0,24,0,"t0216",2021-09-12
"18","dolnośląskie","strzeliński",0,0,0,0,0,0,0,41,16,0,16,0,"t0217",2021-09-12
"19","dolnośląskie","średzki",0,0,0,0,0,0,0,96,20,0,20,0,"t0218",2021-09-12
"20","dolnośląskie","świdnicki",0,0,0,0,0,0,0,394,28,0,28,0,"t0219",2021-09-12
"21","dolnośląskie","trzebnicki",0,0,0,0,0,0,1,200,35,0,35,0,"t0220",2021-09-12
"22","dolnośląskie","wałbrzyski",1,0.18,0,0,0,0,0,40,21,1,20,0,"t0221",2021-09-12
"23","dolnośląskie","wołowski",0,0,0,0,0,0,0,61,16,0,16,0,"t0222",2021-09-12
"24","dolnośląskie","wrocławski",1,0.06,0,0,0,0,1,416,103,1,101,1,"t0223",2021-09-12
"25","dolnośląskie","ząbkowicki",0,0,0,0,0,0,0,40,15,0,15,0,"t0224",2021-09-12
"26","dolnośląskie","zgorzelecki",0,0,0,0,0,0,4,74,19,0,19,0,"t0225",2021-09-12
"27","dolnośląskie","złotoryjski",0,0,0,0,0,0,0,30,12,0,12,0,"t0226",2021-09-12
"28","dolnośląskie","Jelenia Góra",1,0.13,0,0,0,0,0,126,34,1,33,0,"t0261",2021-09-12
"29","dolnośląskie","Legnica",1,0.1,0,0,0,0,0,356,40,1,38,1,"t0262",2021-09-12
"30","dolnośląskie","Wrocław",10,0.16,0,0,0,3,16,2199,427,10,413,4,"t0264",2021-09-12
"31","dolnośląskie","Wałbrzych",1,0.09,0,0,0,0,1,89,29,1,28,0,"t0265",2021-09-12
"32","kujawsko-pomorskie","aleksandrowski",0,0,0,0,0,0,0,21,20,0,20,0,"t0401",2021-09-12
"33","kujawsko-pomorskie","brodnicki",3,0.38,0,0,0,0,0,62,41,3,38,0,"t0402",2021-09-12
"34","kujawsko-pomorskie","bydgoski",2,0.17,0,0,0,1,0,143,62,2,60,0,"t0403",2021-09-12
"35","kujawsko-pomorskie","chełmiński",0,0,0,0,0,0,0,40,19,0,19,0,"t0404",2021-09-12
"36","kujawsko-pomorskie","golubsko-dobrzyński",0,0,0,0,0,0,0,15,19,0,19,0,"t0405",2021-09-12
"37","kujawsko-pomorskie","grudziądzki",0,0,0,0,0,0,0,24,22,0,22,0,"t0406",2021-09-12
"38","kujawsko-pomorskie","inowrocławski",0,0,0,0,0,0,1,155,47,0,47,0,"t0407",2021-09-12
"39","kujawsko-pomorskie","lipnowski",1,0.15,0,0,0,0,0,48,23,1,22,0,"t0408",2021-09-12
"40","kujawsko-pomorskie","mogileński",0,0,0,0,0,0,1,35,22,0,22,0,"t0409",2021-09-12
"41","kujawsko-pomorskie","nakielski",0,0,0,0,0,0,0,40,36,0,35,1,"t0410",2021-09-12
"42","kujawsko-pomorskie","radziejowski",0,0,0,0,0,0,0,24,10,0,10,0,"t0411",2021-09-12
"43","kujawsko-pomorskie","rypiński",0,0,0,0,0,0,0,12,17,0,17,0,"t0412",2021-09-12
"44","kujawsko-pomorskie","sępoleński",0,0,0,0,0,2,0,28,26,0,26,0,"t0413",2021-09-12
"45","kujawsko-pomorskie","świecki",0,0,0,0,0,0,1,112,34,0,34,0,"t0414",2021-09-12
"46","kujawsko-pomorskie","toruński",1,0.09,0,0,0,0,0,110,32,1,31,0,"t0415",2021-09-12
"47","kujawsko-pomorskie","tucholski",3,0.62,0,0,0,0,0,21,19,3,16,0,"t0416",2021-09-12
"48","kujawsko-pomorskie","wąbrzeski",0,0,0,0,0,0,0,3,13,0,13,0,"t0417",2021-09-12
"49","kujawsko-pomorskie","włocławski",0,0,0,0,0,0,0,24,12,0,12,0,"t0418",2021-09-12
"50","kujawsko-pomorskie","żniński",0,0,0,0,0,0,1,120,39,0,39,0,"t0419",2021-09-12
"51","kujawsko-pomorskie","Bydgoszcz",6,0.17,0,0,0,2,1,517,211,7,203,1,"t0461",2021-09-12
"52","kujawsko-pomorskie","Grudziądz",0,0,0,0,0,0,3,234,46,0,44,2,"t0462",2021-09-12
"53","kujawsko-pomorskie","Toruń",3,0.15,0,0,0,0,4,203,82,3,79,0,"t0463",2021-09-12
"54","kujawsko-pomorskie","Włocławek",0,0,0,0,0,0,0,113,44,0,44,0,"t0464",2021-09-12
"55","lubelskie","bialski",2,0.18,0,0,0,0,2,172,30,2,28,0,"t0601",2021-09-12
"56","lubelskie","biłgorajski",0,0,0,0,0,0,4,232,46,0,45,1,"t0602",2021-09-12
"57","lubelskie","chełmski",1,0.13,0,0,0,0,1,76,45,2,43,0,"t0603",2021-09-12
"58","lubelskie","hrubieszowski",0,0,0,0,0,0,0,27,32,0,32,0,"t0604",2021-09-12
"59","lubelskie","janowski",2,0.44,0,0,0,0,0,158,19,3,16,0,"t0605",2021-09-12
"60","lubelskie","krasnostawski",2,0.32,0,0,0,3,0,88,43,2,41,0,"t0606",2021-09-12
"61","lubelskie","kraśnicki",0,0,0,0,0,0,1,276,42,2,40,0,"t0607",2021-09-12
"62","lubelskie","lubartowski",0,0,0,0,0,0,0,79,40,0,39,1,"t0608",2021-09-12
"63","lubelskie","lubelski",11,0.71,0,0,0,0,5,346,112,11,101,0,"t0609",2021-09-12
"64","lubelskie","łęczyński",1,0.17,0,0,0,0,0,201,26,2,24,0,"t0610",2021-09-12
"65","lubelskie","łukowski",0,0,0,0,0,0,0,89,31,0,31,0,"t0611",2021-09-12
"66","lubelskie","opolski",0,0,0,0,0,0,0,650,14,0,14,0,"t0612",2021-09-12
"67","lubelskie","parczewski",1,0.29,0,0,0,0,0,21,8,1,7,0,"t0613",2021-09-12
"68","lubelskie","puławski",1,0.09,0,0,0,0,1,248,65,2,63,0,"t0614",2021-09-12
"69","lubelskie","radzyński",1,0.17,0,0,0,0,0,111,20,1,19,0,"t0615",2021-09-12
"70","lubelskie","rycki",0,0,0,0,0,0,0,48,24,0,24,0,"t0616",2021-09-12
"71","lubelskie","świdnicki",4,0.56,0,0,0,0,1,135,40,5,35,0,"t0617",2021-09-12
"72","lubelskie","tomaszowski",1,0.12,0,0,0,0,0,92,32,1,31,0,"t0618",2021-09-12
"73","lubelskie","włodawski",0,0,0,0,0,0,0,59,25,0,24,1,"t0619",2021-09-12
"74","lubelskie","zamojski",1,0.09,0,0,0,1,2,96,32,1,31,0,"t0620",2021-09-12
"75","lubelskie","Biała Podlaska",0,0,0,0,0,0,0,60,17,0,17,0,"t0661",2021-09-12
"76","lubelskie","Chełm",1,0.16,0,0,0,2,3,68,47,1,46,0,"t0662",2021-09-12
"77","lubelskie","Lublin",6,0.18,0,0,0,2,8,586,288,8,280,0,"t0663",2021-09-12
"78","lubelskie","Zamość",2,0.32,0,0,0,0,0,25,31,2,29,0,"t0664",2021-09-12
"79","lubuskie","gorzowski",0,0,0,0,0,0,1,101,18,0,18,0,"t0801",2021-09-12
"80","lubuskie","krośnieński",0,0,0,0,0,0,0,104,28,0,28,0,"t0802",2021-09-12
"81","lubuskie","międzyrzecki",0,0,0,0,0,0,0,82,23,0,23,0,"t0803",2021-09-12
"82","lubuskie","nowosolski",0,0,0,0,0,0,0,115,44,0,44,0,"t0804",2021-09-12
"83","lubuskie","słubicki",0,0,0,0,0,0,0,78,55,0,55,0,"t0805",2021-09-12
"84","lubuskie","strzelecko-drezdenecki",0,0,0,0,0,0,0,35,8,0,8,0,"t0806",2021-09-12
"85","lubuskie","sulęciński",0,0,0,0,0,0,0,260,26,0,26,0,"t0807",2021-09-12
"86","lubuskie","świebodziński",1,0.18,0,0,0,0,0,154,27,1,26,0,"t0808",2021-09-12
"87","lubuskie","zielonogórski",1,0.13,0,0,0,0,2,106,17,1,16,0,"t0809",2021-09-12
"88","lubuskie","żagański",0,0,0,0,0,0,1,59,41,0,41,0,"t0810",2021-09-12
"89","lubuskie","żarski",0,0,0,0,0,0,0,161,49,0,49,0,"t0811",2021-09-12
"90","lubuskie","wschowski",0,0,0,0,0,0,0,78,19,0,19,0,"t0812",2021-09-12
"91","lubuskie","Gorzów Wielkopolski",0,0,0,0,0,1,1,222,32,0,32,0,"t0861",2021-09-12
"92","lubuskie","Zielona Góra",1,0.07,0,0,0,0,3,319,51,1,50,0,"t0862",2021-09-12
"93","łódzkie","bełchatowski",4,0.35,0,0,0,3,0,157,46,6,39,1,"t1001",2021-09-12
"94","łódzkie","kutnowski",0,0,0,0,0,0,0,203,40,0,40,0,"t1002",2021-09-12
"95","łódzkie","łaski",0,0,0,0,0,0,0,81,22,0,22,0,"t1003",2021-09-12
"96","łódzkie","łęczycki",0,0,0,0,0,0,0,99,10,0,10,0,"t1004",2021-09-12
