wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;4432;1.16;42;8;34;338;5310;135305;25436;5225;19574;637;t0000
dolnoœl¹skie;boles³awiecki;8;0.89;0;0;0;0;22;358;27;8;18;1;t0201
dolnoœl¹skie;dzier¿oniowski;1;0.10;0;0;0;0;3;141;7;1;6;0;t0202
dolnoœl¹skie;g³ogowski;2;0.23;0;0;0;0;10;229;49;2;47;0;t0203
dolnoœl¹skie;górowski;0;0;0;0;0;0;3;107;17;0;17;0;t0204
dolnoœl¹skie;jaworski;1;0.20;0;0;0;0;5;91;9;1;8;0;t0205
dolnoœl¹skie;jeleniogórski;9;1.42;0;0;0;0;3;119;29;10;19;0;t0206
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;2;54;13;0;13;0;t0207
dolnoœl¹skie;k³odzki;6;0.38;0;0;0;1;9;247;69;10;59;0;t0208
dolnoœl¹skie;legnicki;0;0;0;0;0;0;2;143;9;0;9;0;t0209
dolnoœl¹skie;lubañski;1;0.18;0;0;0;0;2;217;7;1;6;0;t0210
dolnoœl¹skie;lubiñski;2;0.19;0;0;0;0;4;225;46;3;43;0;t0211
dolnoœl¹skie;lwówecki;3;0.66;0;0;0;1;4;107;14;3;11;0;t0212
dolnoœl¹skie;milicki;2;0.54;0;0;0;0;6;142;10;4;6;0;t0213
dolnoœl¹skie;oleœnicki;4;0.37;0;0;0;0;20;316;28;5;21;2;t0214
dolnoœl¹skie;o³awski;3;0.39;0;0;0;0;2;287;28;5;23;0;t0215
dolnoœl¹skie;polkowicki;0;0;0;0;0;0;2;119;17;0;17;0;t0216
dolnoœl¹skie;strzeliñski;3;0.69;0;0;0;0;13;112;12;4;8;0;t0217
dolnoœl¹skie;œredzki;0;0;0;0;0;0;6;156;6;0;5;1;t0218
dolnoœl¹skie;œwidnicki;2;0.13;0;0;0;0;15;535;24;2;21;1;t0219
dolnoœl¹skie;trzebnicki;2;0.23;0;0;0;0;7;216;32;2;30;0;t0220
