wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;11008;2.87;400;122;278;14050;13359;170928;46724;12152;33485;1087;t0000
dolnoœl¹skie;boles³awiecki;20;2.22;2;1;1;42;28;445;93;20;69;4;t0201
dolnoœl¹skie;dzier¿oniowski;15;1.49;0;0;0;6;6;198;76;16;59;1;t0202
dolnoœl¹skie;g³ogowski;11;1.24;2;0;2;22;17;271;69;12;57;0;t0203
dolnoœl¹skie;górowski;7;2.02;0;0;0;11;13;128;31;7;24;0;t0204
dolnoœl¹skie;jaworski;5;1.00;4;4;0;5;1;132;36;5;30;1;t0205
dolnoœl¹skie;jeleniogórski;15;2.37;2;2;0;19;8;178;76;15;59;2;t0206
dolnoœl¹skie;kamiennogórski;8;1.86;1;1;0;4;4;86;48;8;40;0;t0207
dolnoœl¹skie;k³odzki;29;1.84;1;0;1;21;21;302;174;31;142;1;t0208
dolnoœl¹skie;legnicki;10;1.81;1;1;0;14;11;165;38;11;26;1;t0209
dolnoœl¹skie;lubañski;10;1.85;1;1;0;16;10;288;41;11;27;3;t0210
dolnoœl¹skie;lubiñski;20;1.88;1;0;1;24;23;322;277;25;248;4;t0211
dolnoœl¹skie;lwówecki;11;2.40;0;0;0;20;7;128;63;12;50;1;t0212
dolnoœl¹skie;milicki;14;3.79;4;3;1;8;7;196;39;15;24;0;t0213
dolnoœl¹skie;oleœnicki;30;2.80;1;0;1;12;27;428;173;37;136;0;t0214
dolnoœl¹skie;o³awski;19;2.47;0;0;0;24;14;382;106;21;82;3;t0215
dolnoœl¹skie;polkowicki;8;1.27;0;0;0;13;7;158;51;10;40;1;t0216
dolnoœl¹skie;strzeliñski;2;0.46;0;0;0;10;6;146;22;3;19;0;t0217
dolnoœl¹skie;œredzki;11;1.99;0;0;0;10;15;209;73;12;61;0;t0218
dolnoœl¹skie;œwidnicki;44;2.81;3;0;3;33;22;757;188;50;134;4;t0219
dolnoœl¹skie;trzebnicki;19;2.22;1;0;1;33;21;337;106;21;85;0;t0220
dolnoœl¹skie;wa³brzyski;5;0.90;0;0;0;9;11;209;62;6;56;0;t0221
dolnoœl¹skie;wo³owski;13;2.78;1;0;1;20;7;228;64;16;48;0;t0222
dolnoœl¹skie;wroc³awski;37;2.40;0;0;0;54;37;768;234;43;187;4;t0223
dolnoœl¹skie;z¹bkowicki;9;1.40;0;0;0;16;13;193;72;13;59;0;t0224
dolnoœl¹skie;zgorzelecki;6;0.68;0;0;0;12;17;355;54;8;45;1;t0225
dolnoœl¹skie;z³otoryjski;2;0.46;3;2;1;5;3;251;21;2;19;0;t0226
dolnoœl¹skie;Jelenia Góra;13;1.65;1;0;1;23;12;265;62;14;47;1;t0261
dolnoœl¹skie;Legnica;19;1.92;2;2;0;19;15;430;95;19;68;8;t0262
dolnoœl¹skie;Wroc³aw;216;3.36;3;1;2;215;201;2408;1631;239;1348;44;t0264
dolnoœl¹skie;Wa³brzych;16;1.45;2;1;1;26;15;375;163;20;143;0;t0265
kujawsko-pomorskie;aleksandrowski;20;3.64;0;0;0;23;11;185;71;29;39;3;t0401
kujawsko-pomorskie;brodnicki;21;2.65;0;0;0;14;36;486;73;22;50;1;t0402
kujawsko-pomorskie;bydgoski;67;5.61;2;0;2;124;81;1213;181;74;100;7;t0403
kujawsko-pomorskie;che³miñski;30;5.79;0;0;0;33;39;458;145;48;96;1;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;2;0.44;0;0;0;14;21;193;33;2;29;2;t0405
kujawsko-pomorskie;grudzi¹dzki;8;1.99;0;0;0;15;36;394;44;8;34;2;t0406
kujawsko-pomorskie;inowroc³awski;101;6.34;3;0;3;104;64;1144;280;152;122;6;t0407
kujawsko-pomorskie;lipnowski;11;1.68;0;0;0;15;15;226;54;15;39;0;t0408
kujawsko-pomorskie;mogileñski;15;3.30;0;0;0;10;25;234;39;16;23;0;t0409
kujawsko-pomorskie;nakielski;9;1.04;0;0;0;92;54;660;40;11;25;4;t0410
kujawsko-pomorskie;radziejowski;8;1.99;0;0;0;14;24;273;29;12;17;0;t0411
kujawsko-pomorskie;rypiñski;9;2.07;1;0;1;14;4;131;48;14;32;2;t0412
kujawsko-pomorskie;sêpoleñski;21;5.13;0;0;0;31;24;397;51;21;29;1;t0413
kujawsko-pomorskie;œwiecki;65;6.57;4;0;4;32;48;756;177;68;105;4;t0414
kujawsko-pomorskie;toruñski;60;5.51;2;0;2;81;76;1051;201;62;137;2;t0415
kujawsko-pomorskie;tucholski;8;1.66;0;0;0;23;10;413;54;10;44;0;t0416
kujawsko-pomorskie;w¹brzeski;8;2.35;0;0;0;22;23;214;25;9;12;4;t0417
kujawsko-pomorskie;w³oc³awski;29;3.38;0;0;0;33;46;451;87;34;51;2;t0418
kujawsko-pomorskie;¿niñski;36;5.14;0;0;0;43;40;597;110;42;65;3;t0419
kujawsko-pomorskie;Bydgoszcz;222;6.40;4;0;4;378;210;2843;652;234;380;38;t0461
kujawsko-pomorskie;Grudzi¹dz;19;2.02;0;0;0;73;65;808;85;20;64;1;t0462
kujawsko-pomorskie;Toruñ;121;6.02;9;2;7;163;205;1642;513;128;381;4;t0463
kujawsko-pomorskie;W³oc³awek;77;7.04;2;0;2;42;71;567;199;80;115;4;t0464
lubelskie;bialski;26;2.35;0;0;0;26;29;310;116;30;85;1;t0601
lubelskie;bi³gorajski;7;0.70;1;0;1;14;3;159;54;9;44;1;t0602
lubelskie;che³mski;6;0.77;0;0;0;19;25;310;51;6;43;2;t0603
lubelskie;hrubieszowski;4;0.64;1;1;0;9;27;253;42;5;36;1;t0604
lubelskie;janowski;2;0.44;0;0;0;5;6;66;16;3;13;0;t0605
lubelskie;krasnostawski;5;0.79;1;1;0;33;23;450;39;6;32;1;t0606
lubelskie;kraœnicki;11;1.16;0;0;0;18;20;243;42;13;29;0;t0607
lubelskie;lubartowski;2;0.23;3;3;0;16;13;222;32;2;30;0;t0608
lubelskie;lubelski;32;2.05;1;1;0;62;51;625;145;33;111;1;t0609
lubelskie;³êczyñski;17;2.97;1;1;0;23;29;316;49;17;32;0;t0610
lubelskie;³ukowski;7;0.66;0;0;0;19;4;186;49;7;42;0;t0611
lubelskie;opolski;3;0.51;1;0;1;8;19;275;31;9;22;0;t0612
lubelskie;parczewski;1;0.29;0;0;0;4;7;97;20;4;16;0;t0613
lubelskie;pu³awski;40;3.54;1;1;0;33;25;499;118;42;72;4;t0614
lubelskie;radzyñski;10;1.71;1;0;1;10;13;182;65;10;55;0;t0615
lubelskie;rycki;14;2.51;2;2;0;30;15;226;50;15;34;1;t0616
lubelskie;œwidnicki;17;2.37;0;0;0;18;44;462;57;17;39;1;t0617
lubelskie;tomaszowski;3;0.36;0;0;0;12;15;205;26;3;22;1;t0618
lubelskie;w³odawski;16;4.19;0;0;0;22;15;167;50;18;32;0;t0619
lubelskie;zamojski;8;0.76;1;0;1;10;9;243;59;9;50;0;t0620
lubelskie;Bia³a Podlaska;27;4.72;0;0;0;22;22;158;95;29;66;0;t0661
lubelskie;Che³m;13;2.11;0;0;0;30;27;349;43;15;28;0;t0662
lubelskie;Lublin;102;3.00;5;3;2;169;172;1423;399;107;288;4;t0663
lubelskie;Zamoœæ;14;2.21;2;0;2;22;14;199;66;14;51;1;t0664
lubuskie;gorzowski;27;3.75;1;0;1;24;34;401;89;28;58;3;t0801
lubuskie;kroœnieñski;14;2.56;0;0;0;12;19;442;66;17;48;1;t0802
lubuskie;miêdzyrzecki;24;4.18;2;2;0;19;21;329;98;24;68;6;t0803
lubuskie;nowosolski;17;1.98;1;1;0;19;18;312;86;19;64;3;t0804
lubuskie;s³ubicki;31;6.61;1;0;1;24;26;485;73;32;39;2;t0805
lubuskie;strzelecko-drezdenecki;23;4.71;1;1;0;28;13;258;64;25;39;0;t0806
lubuskie;sulêciñski;16;4.56;3;3;0;11;23;240;84;17;66;1;t0807
lubuskie;œwiebodziñski;35;6.29;3;3;0;22;70;343;75;35;39;1;t0808
lubuskie;zielonogórski;25;3.30;0;0;0;25;24;434;100;28;71;1;t0809
lubuskie;¿agañski;16;2.03;0;0;0;22;10;245;68;17;50;1;t0810
lubuskie;¿arski;26;2.71;0;0;0;27;23;342;98;30;65;3;t0811
lubuskie;wschowski;6;1.55;0;0;0;1;3;104;35;6;29;0;t0812
lubuskie;Gorzów Wielkopolski;44;3.57;3;3;0;72;70;615;191;52;138;1;t0861
lubuskie;Zielona Góra;39;2.76;2;2;0;78;54;826;178;41;135;2;t0862
³ódzkie;be³chatowski;8;0.71;0;0;0;27;31;300;63;12;50;1;t1001
