"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"1","Cały kraj","Cały kraj",122,0.03,0,0,0,271,162,71091,36723,145,36548,30,"t0000",2021-08-07
"2","dolnośląskie","bolesławiecki",0,0,0,0,0,0,0,248,74,0,73,1,"t0201",2021-08-07
"3","dolnośląskie","dzierżoniowski",0,0,0,0,0,1,0,98,93,1,92,0,"t0202",2021-08-07
"4","dolnośląskie","głogowski",0,0,0,0,0,0,0,85,64,0,64,0,"t0203",2021-08-07
"5","dolnośląskie","górowski",0,0,0,0,0,0,0,95,35,0,35,0,"t0204",2021-08-07
"6","dolnośląskie","jaworski",0,0,0,0,0,0,0,53,26,0,26,0,"t0205",2021-08-07
"7","dolnośląskie","jeleniogórski",0,0,0,0,0,0,0,109,61,1,60,0,"t0206",2021-08-07
"8","dolnośląskie","kamiennogórski",0,0,0,0,0,0,0,65,17,0,17,0,"t0207",2021-08-07
"9","dolnośląskie","kłodzki",0,0,0,0,0,4,0,144,111,2,109,0,"t0208",2021-08-07
"10","dolnośląskie","legnicki",0,0,0,0,0,0,0,81,24,0,24,0,"t0209",2021-08-07
"11","dolnośląskie","lubański",0,0,0,0,0,0,0,48,18,0,18,0,"t0210",2021-08-07
"12","dolnośląskie","lubiński",0,0,0,0,0,0,0,72,69,0,69,0,"t0211",2021-08-07
"13","dolnośląskie","lwówecki",0,0,0,0,0,0,0,38,35,0,35,0,"t0212",2021-08-07
"14","dolnośląskie","milicki",0,0,0,0,0,0,0,45,33,0,33,0,"t0213",2021-08-07
"15","dolnośląskie","oleśnicki",0,0,0,0,0,0,0,194,71,0,71,0,"t0214",2021-08-07
"16","dolnośląskie","oławski",0,0,0,0,0,0,1,271,48,0,48,0,"t0215",2021-08-07
"17","dolnośląskie","polkowicki",0,0,0,0,0,0,0,72,51,0,51,0,"t0216",2021-08-07
"18","dolnośląskie","strzeliński",0,0,0,0,0,0,0,49,14,1,13,0,"t0217",2021-08-07
"19","dolnośląskie","średzki",0,0,0,0,0,0,0,118,38,0,38,0,"t0218",2021-08-07
"20","dolnośląskie","świdnicki",0,0,0,0,0,2,0,437,56,0,56,0,"t0219",2021-08-07
"21","dolnośląskie","trzebnicki",0,0,0,0,0,0,0,199,78,0,78,0,"t0220",2021-08-07
"22","dolnośląskie","wałbrzyski",0,0,0,0,0,0,0,30,26,0,26,0,"t0221",2021-08-07
"23","dolnośląskie","wołowski",0,0,0,0,0,0,0,70,44,0,44,0,"t0222",2021-08-07
"24","dolnośląskie","wrocławski",0,0,0,0,0,5,1,557,116,0,116,0,"t0223",2021-08-07
"25","dolnośląskie","ząbkowicki",0,0,0,0,0,0,0,67,42,0,42,0,"t0224",2021-08-07
"26","dolnośląskie","zgorzelecki",0,0,0,0,0,0,0,103,23,0,23,0,"t0225",2021-08-07
"27","dolnośląskie","złotoryjski",0,0,0,0,0,0,2,31,23,0,23,0,"t0226",2021-08-07
"28","dolnośląskie","Jelenia Góra",0,0,0,0,0,0,0,127,76,0,76,0,"t0261",2021-08-07
"29","dolnośląskie","Legnica",0,0,0,0,0,2,1,313,74,0,74,0,"t0262",2021-08-07
"30","dolnośląskie","Wrocław",1,0.02,0,0,0,0,3,2744,625,3,620,2,"t0264",2021-08-07
"31","dolnośląskie","Wałbrzych",0,0,0,0,0,0,0,132,65,0,65,0,"t0265",2021-08-07
"32","kujawsko-pomorskie","aleksandrowski",0,0,0,0,0,0,1,49,38,0,38,0,"t0401",2021-08-07
"33","kujawsko-pomorskie","brodnicki",0,0,0,0,0,0,0,78,84,0,84,0,"t0402",2021-08-07
"34","kujawsko-pomorskie","bydgoski",0,0,0,0,0,0,1,153,91,0,91,0,"t0403",2021-08-07
"35","kujawsko-pomorskie","chełmiński",0,0,0,0,0,0,0,55,29,0,28,1,"t0404",2021-08-07
"36","kujawsko-pomorskie","golubsko-dobrzyński",0,0,0,0,0,0,0,15,24,0,24,0,"t0405",2021-08-07
"37","kujawsko-pomorskie","grudziądzki",0,0,0,0,0,0,1,32,25,0,25,0,"t0406",2021-08-07
"38","kujawsko-pomorskie","inowrocławski",1,0.06,0,0,0,0,0,142,60,1,59,0,"t0407",2021-08-07
"39","kujawsko-pomorskie","lipnowski",0,0,0,0,0,0,0,35,30,0,30,0,"t0408",2021-08-07
"40","kujawsko-pomorskie","mogileński",0,0,0,0,0,0,0,40,28,0,28,0,"t0409",2021-08-07
"41","kujawsko-pomorskie","nakielski",1,0.12,0,0,0,0,1,41,53,1,52,0,"t0410",2021-08-07
"42","kujawsko-pomorskie","radziejowski",0,0,0,0,0,0,0,47,17,0,17,0,"t0411",2021-08-07
"43","kujawsko-pomorskie","rypiński",0,0,0,0,0,0,0,10,37,0,37,0,"t0412",2021-08-07
"44","kujawsko-pomorskie","sępoleński",0,0,0,0,0,1,0,25,22,0,22,0,"t0413",2021-08-07
"45","kujawsko-pomorskie","świecki",0,0,0,0,0,0,0,105,78,0,78,0,"t0414",2021-08-07
"46","kujawsko-pomorskie","toruński",1,0.09,0,0,0,0,0,90,77,1,76,0,"t0415",2021-08-07
"47","kujawsko-pomorskie","tucholski",0,0,0,0,0,0,0,26,20,0,20,0,"t0416",2021-08-07
"48","kujawsko-pomorskie","wąbrzeski",0,0,0,0,0,0,0,26,25,0,25,0,"t0417",2021-08-07
"49","kujawsko-pomorskie","włocławski",0,0,0,0,0,0,0,52,41,0,41,0,"t0418",2021-08-07
"50","kujawsko-pomorskie","żniński",0,0,0,0,0,0,0,45,144,0,143,1,"t0419",2021-08-07
"51","kujawsko-pomorskie","Bydgoszcz",1,0.03,0,0,0,3,0,595,233,1,231,1,"t0461",2021-08-07
"52","kujawsko-pomorskie","Grudziądz",0,0,0,0,0,0,1,118,85,0,85,0,"t0462",2021-08-07
"53","kujawsko-pomorskie","Toruń",0,0,0,0,0,1,1,237,130,0,130,0,"t0463",2021-08-07
"54","kujawsko-pomorskie","Włocławek",0,0,0,0,0,0,0,68,64,0,64,0,"t0464",2021-08-07
"55","lubelskie","bialski",0,0,0,0,0,0,0,217,62,0,62,0,"t0601",2021-08-07
