wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;10141;2.64;540.0;55.0;485.0;40085;348135;47540;11502;34425;1613;t0000;2020-11-23
dolnośląskie;bolesławiecki;62;6.89;2.0;0.0;2.0;140;1011;197;66;125;6;t0201;2020-11-23
dolnośląskie;dzierżoniowski;31;3.08;;;;63;755;107;31;74;2;t0202;2020-11-23
dolnośląskie;głogowski;19;2.14;1.0;0.0;1.0;111;1105;76;21;54;1;t0203;2020-11-23
dolnośląskie;górowski;3;0.86;;;;31;322;19;6;13;0;t0204;2020-11-23
dolnośląskie;jaworski;30;6.01;1.0;0.0;1.0;64;399;81;31;47;3;t0205;2020-11-23
dolnośląskie;jeleniogórski;40;6.31;3.0;0.0;3.0;38;428;110;47;62;1;t0206;2020-11-23
dolnośląskie;kamiennogórski;21;4.88;;;;31;241;44;22;21;1;t0207;2020-11-23
dolnośląskie;kłodzki;20;1.27;4.0;0.0;4.0;129;1596;129;23;101;5;t0208;2020-11-23
dolnośląskie;legnicki;28;5.07;2.0;1.0;1.0;66;505;57;28;26;3;t0209;2020-11-23
dolnośląskie;lubański;18;3.33;4.0;0.0;4.0;45;633;52;19;32;1;t0210;2020-11-23
dolnośląskie;lubiński;50;4.71;5.0;0.0;5.0;103;1128;180;54;120;6;t0211;2020-11-23
dolnośląskie;lwówecki;17;3.71;;;;45;282;62;22;39;1;t0212;2020-11-23
dolnośląskie;milicki;4;1.08;;;;37;494;27;5;20;2;t0213;2020-11-23
dolnośląskie;oleśnicki;29;2.7;1.0;0.0;1.0;129;1506;112;37;69;6;t0214;2020-11-23
