"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"1","Cały kraj","Cały kraj",73,0.02,1,0,1,350,235,63678,27606,98,27446,62,"t0000",2021-06-20
"2","dolnośląskie","bolesławiecki",0,0,0,0,0,0,1,367,47,0,47,0,"t0201",2021-06-20
"3","dolnośląskie","dzierżoniowski",0,0,0,0,0,0,0,49,16,0,16,0,"t0202",2021-06-20
"4","dolnośląskie","głogowski",0,0,0,0,0,3,1,80,62,0,62,0,"t0203",2021-06-20
"5","dolnośląskie","górowski",0,0,0,0,0,0,0,35,11,0,11,0,"t0204",2021-06-20
"6","dolnośląskie","jaworski",0,0,0,0,0,0,0,26,15,0,15,0,"t0205",2021-06-20
"7","dolnośląskie","jeleniogórski",0,0,0,0,0,0,0,54,28,0,28,0,"t0206",2021-06-20
"8","dolnośląskie","kamiennogórski",0,0,0,0,0,0,1,24,10,0,10,0,"t0207",2021-06-20
"9","dolnośląskie","kłodzki",0,0,0,0,0,4,0,93,68,0,68,0,"t0208",2021-06-20
"10","dolnośląskie","legnicki",0,0,0,0,0,0,0,56,12,0,12,0,"t0209",2021-06-20
"11","dolnośląskie","lubański",0,0,0,0,0,0,1,35,13,0,13,0,"t0210",2021-06-20
"12","dolnośląskie","lubiński",0,0,0,0,0,0,0,45,28,0,28,0,"t0211",2021-06-20
"13","dolnośląskie","lwówecki",0,0,0,0,0,0,2,42,20,0,20,0,"t0212",2021-06-20
"14","dolnośląskie","milicki",0,0,0,0,0,0,1,47,23,0,21,2,"t0213",2021-06-20
"15","dolnośląskie","oleśnicki",0,0,0,0,0,0,0,77,46,0,46,0,"t0214",2021-06-20
"16","dolnośląskie","oławski",0,0,0,0,0,0,0,79,54,0,54,0,"t0215",2021-06-20
"17","dolnośląskie","polkowicki",0,0,0,0,0,0,0,51,28,0,28,0,"t0216",2021-06-20
"18","dolnośląskie","strzeliński",0,0,0,0,0,0,0,23,10,0,10,0,"t0217",2021-06-20
"19","dolnośląskie","średzki",0,0,0,0,0,0,0,95,27,0,27,0,"t0218",2021-06-20
"20","dolnośląskie","świdnicki",0,0,0,0,0,1,1,192,36,0,36,0,"t0219",2021-06-20
"21","dolnośląskie","trzebnicki",1,0.12,0,0,0,0,2,392,51,1,50,0,"t0220",2021-06-20
"22","dolnośląskie","wałbrzyski",0,0,0,0,0,1,0,25,11,0,11,0,"t0221",2021-06-20
"23","dolnośląskie","wołowski",0,0,0,0,0,0,0,60,22,0,22,0,"t0222",2021-06-20
"24","dolnośląskie","wrocławski",0,0,0,0,0,2,0,324,135,0,135,0,"t0223",2021-06-20
"25","dolnośląskie","ząbkowicki",0,0,0,0,0,0,0,26,17,0,17,0,"t0224",2021-06-20
"26","dolnośląskie","zgorzelecki",0,0,0,0,0,0,0,76,31,0,31,0,"t0225",2021-06-20
"27","dolnośląskie","złotoryjski",0,0,0,0,0,0,0,19,11,0,11,0,"t0226",2021-06-20
"28","dolnośląskie","Jelenia Góra",0,0,0,0,0,0,1,60,58,0,58,0,"t0261",2021-06-20
"29","dolnośląskie","Legnica",0,0,0,0,0,0,2,147,25,0,25,0,"t0262",2021-06-20
"30","dolnośląskie","Wrocław",4,0.06,0,0,0,3,2,1416,570,4,565,1,"t0264",2021-06-20
"31","dolnośląskie","Wałbrzych",0,0,0,0,0,0,1,88,33,0,33,0,"t0265",2021-06-20
"32","kujawsko-pomorskie","aleksandrowski",0,0,0,0,0,0,0,25,26,0,26,0,"t0401",2021-06-20
"33","kujawsko-pomorskie","brodnicki",0,0,0,0,0,0,0,22,20,0,20,0,"t0402",2021-06-20
"34","kujawsko-pomorskie","bydgoski",0,0,0,0,0,2,1,92,94,1,93,0,"t0403",2021-06-20
"35","kujawsko-pomorskie","chełmiński",0,0,0,0,0,0,0,28,29,0,29,0,"t0404",2021-06-20
"36","kujawsko-pomorskie","golubsko-dobrzyński",0,0,0,0,0,0,0,12,12,0,12,0,"t0405",2021-06-20
"37","kujawsko-pomorskie","grudziądzki",0,0,0,0,0,1,0,19,22,0,20,2,"t0406",2021-06-20
"38","kujawsko-pomorskie","inowrocławski",1,0.06,0,0,0,1,0,95,60,1,59,0,"t0407",2021-06-20
"39","kujawsko-pomorskie","lipnowski",0,0,0,0,0,0,1,77,20,0,20,0,"t0408",2021-06-20
"40","kujawsko-pomorskie","mogileński",0,0,0,0,0,0,0,25,18,0,18,0,"t0409",2021-06-20
"41","kujawsko-pomorskie","nakielski",0,0,0,0,0,0,2,62,36,0,36,0,"t0410",2021-06-20
"42","kujawsko-pomorskie","radziejowski",0,0,0,0,0,0,0,25,19,0,19,0,"t0411",2021-06-20
"43","kujawsko-pomorskie","rypiński",0,0,0,0,0,0,0,6,20,0,20,0,"t0412",2021-06-20
"44","kujawsko-pomorskie","sępoleński",0,0,0,0,0,1,0,23,12,0,12,0,"t0413",2021-06-20
"45","kujawsko-pomorskie","świecki",0,0,0,0,0,0,0,70,54,0,54,0,"t0414",2021-06-20
"46","kujawsko-pomorskie","toruński",0,0,0,0,0,0,0,45,39,0,39,0,"t0415",2021-06-20
"47","kujawsko-pomorskie","tucholski",0,0,0,0,0,0,0,27,25,0,25,0,"t0416",2021-06-20
"48","kujawsko-pomorskie","wąbrzeski",0,0,0,0,0,0,0,11,7,0,7,0,"t0417",2021-06-20
"49","kujawsko-pomorskie","włocławski",0,0,0,0,0,1,2,36,29,0,29,0,"t0418",2021-06-20
"50","kujawsko-pomorskie","żniński",0,0,0,0,0,2,1,32,27,0,27,0,"t0419",2021-06-20
"51","kujawsko-pomorskie","Bydgoszcz",3,0.09,0,0,0,7,4,374,252,4,246,2,"t0461",2021-06-20
"52","kujawsko-pomorskie","Grudziądz",0,0,0,0,0,1,0,89,69,0,65,4,"t0462",2021-06-20
"53","kujawsko-pomorskie","Toruń",0,0,0,0,0,1,2,102,74,0,73,1,"t0463",2021-06-20
"54","kujawsko-pomorskie","Włocławek",0,0,0,0,0,1,0,84,48,0,48,0,"t0464",2021-06-20
"55","lubelskie","bialski",0,0,0,0,0,0,2,158,47,0,47,0,"t0601",2021-06-20
"56","lubelskie","biłgorajski",0,0,0,0,0,2,1,611,33,0,33,0,"t0602",2021-06-20
"57","lubelskie","chełmski",0,0,0,0,0,0,1,141,19,0,19,0,"t0603",2021-06-20
"58","lubelskie","hrubieszowski",0,0,0,0,0,0,0,29,15,0,13,2,"t0604",2021-06-20
"59","lubelskie","janowski",0,0,0,0,0,0,1,21,16,0,16,0,"t0605",2021-06-20
"60","lubelskie","krasnostawski",0,0,0,0,0,0,0,131,25,0,25,0,"t0606",2021-06-20
"61","lubelskie","kraśnicki",0,0,0,0,0,1,4,119,44,0,44,0,"t0607",2021-06-20
"62","lubelskie","lubartowski",0,0,0,0,0,3,0,572,42,0,42,0,"t0608",2021-06-20
"63","lubelskie","lubelski",0,0,0,0,0,1,0,277,87,0,87,0,"t0609",2021-06-20
"64","lubelskie","łęczyński",0,0,0,0,0,0,0,903,20,0,20,0,"t0610",2021-06-20
"65","lubelskie","łukowski",0,0,0,0,0,0,0,498,34,0,34,0,"t0611",2021-06-20
"66","lubelskie","opolski",0,0,0,0,0,1,0,404,15,0,15,0,"t0612",2021-06-20
"67","lubelskie","parczewski",0,0,0,0,0,1,0,47,6,0,6,0,"t0613",2021-06-20
"68","lubelskie","puławski",0,0,0,0,0,0,3,570,38,0,38,0,"t0614",2021-06-20
"69","lubelskie","radzyński",0,0,0,0,0,0,0,58,22,1,21,0,"t0615",2021-06-20
"70","lubelskie","rycki",0,0,0,0,0,0,0,389,33,0,33,0,"t0616",2021-06-20
"71","lubelskie","świdnicki",0,0,0,0,0,0,0,55,31,0,31,0,"t0617",2021-06-20
"72","lubelskie","tomaszowski",7,0.85,0,0,0,0,3,226,49,8,41,0,"t0618",2021-06-20
"73","lubelskie","włodawski",0,0,0,0,0,0,0,22,27,0,27,0,"t0619",2021-06-20
"74","lubelskie","zamojski",1,0.09,0,0,0,0,2,81,30,1,28,1,"t0620",2021-06-20
"75","lubelskie","Biała Podlaska",0,0,0,0,0,0,1,86,26,0,26,0,"t0661",2021-06-20
"76","lubelskie","Chełm",0,0,0,0,0,0,0,68,25,0,25,0,"t0662",2021-06-20
"77","lubelskie","Lublin",1,0.03,0,0,0,4,5,284,263,1,262,0,"t0663",2021-06-20
"78","lubelskie","Zamość",0,0,0,0,0,0,1,27,25,0,25,0,"t0664",2021-06-20
"79","lubuskie","gorzowski",0,0,0,0,0,1,1,130,33,0,33,0,"t0801",2021-06-20
"80","lubuskie","krośnieński",0,0,0,0,0,0,0,59,25,0,25,0,"t0802",2021-06-20
"81","lubuskie","międzyrzecki",0,0,0,0,0,0,0,58,44,0,44,0,"t0803",2021-06-20
"82","lubuskie","nowosolski",0,0,0,0,0,0,2,86,43,0,43,0,"t0804",2021-06-20
"83","lubuskie","słubicki",0,0,0,0,0,0,1,92,33,0,33,0,"t0805",2021-06-20
