"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"1","Cały kraj","Cały kraj",572,0.15,91,30,61,4138,1164,64168,55146,839,54100,207,"t0000",2021-06-02
"2","dolnośląskie","bolesławiecki",1,0.11,0,0,0,16,10,247,137,2,135,0,"t0201",2021-06-02
"3","dolnośląskie","dzierżoniowski",4,0.4,0,0,0,8,0,86,106,5,101,0,"t0202",2021-06-02
"4","dolnośląskie","głogowski",1,0.11,0,0,0,8,2,91,107,2,104,1,"t0203",2021-06-02
"5","dolnośląskie","górowski",0,0,0,0,0,3,1,44,15,0,15,0,"t0204",2021-06-02
"6","dolnośląskie","jaworski",1,0.2,0,0,0,4,1,72,45,1,44,0,"t0205",2021-06-02
"7","dolnośląskie","jeleniogórski",0,0,0,0,0,7,3,104,94,0,94,0,"t0206",2021-06-02
"8","dolnośląskie","kamiennogórski",1,0.23,0,0,0,3,1,77,55,2,53,0,"t0207",2021-06-02
"9","dolnośląskie","kłodzki",4,0.25,0,0,0,22,2,118,159,8,150,1,"t0208",2021-06-02
"10","dolnośląskie","legnicki",0,0,0,0,0,8,0,97,57,0,57,0,"t0209",2021-06-02
"11","dolnośląskie","lubański",0,0,0,0,0,8,2,78,20,0,20,0,"t0210",2021-06-02
"12","dolnośląskie","lubiński",0,0,0,0,0,7,0,75,100,1,99,0,"t0211",2021-06-02
"13","dolnośląskie","lwówecki",5,1.09,1,1,0,20,7,62,60,5,54,1,"t0212",2021-06-02
"14","dolnośląskie","milicki",0,0,0,0,0,2,0,31,60,2,57,1,"t0213",2021-06-02
"15","dolnośląskie","oleśnicki",4,0.37,0,0,0,9,4,151,143,7,135,1,"t0214",2021-06-02
"16","dolnośląskie","oławski",0,0,0,0,0,8,0,150,95,0,95,0,"t0215",2021-06-02
"17","dolnośląskie","polkowicki",0,0,0,0,0,6,0,88,59,1,57,1,"t0216",2021-06-02
"18","dolnośląskie","strzeliński",1,0.23,0,0,0,3,0,19,50,1,49,0,"t0217",2021-06-02
"19","dolnośląskie","średzki",3,0.54,0,0,0,9,3,127,89,3,85,1,"t0218",2021-06-02
