wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;1734;0.45;245;73;172;10518;3927;101013;59703;2130;57172;401;t0000;2021-05-17
dolnoœl¹skie;boles³awiecki;19;2.11;2;0;2;39;9;373;159;23;130;6;t0201;2021-05-17
dolnoœl¹skie;dzier¿oniowski;4;0.40;1;0;1;19;11;157;101;6;95;0;t0202;2021-05-17
dolnoœl¹skie;g³ogowski;3;0.34;0;0;0;30;2;234;114;3;110;1;t0203;2021-05-17
dolnoœl¹skie;górowski;2;0.58;0;0;0;11;1;84;41;3;38;0;t0204;2021-05-17
dolnoœl¹skie;jaworski;1;0.20;0;0;0;9;12;142;40;3;37;0;t0205;2021-05-17
dolnoœl¹skie;jeleniogórski;1;0.16;2;0;2;23;12;227;59;3;56;0;t0206;2021-05-17
dolnoœl¹skie;kamiennogórski;1;0.23;1;1;0;7;2;39;95;4;91;0;t0207;2021-05-17
dolnoœl¹skie;k³odzki;2;0.13;1;0;1;22;15;244;148;4;144;0;t0208;2021-05-17
dolnoœl¹skie;legnicki;2;0.36;1;1;0;7;19;187;59;2;57;0;t0209;2021-05-17
dolnoœl¹skie;lubañski;7;1.29;0;0;0;19;9;132;58;7;50;1;t0210;2021-05-17
dolnoœl¹skie;lubiñski;1;0.09;0;0;0;23;11;249;108;2;105;1;t0211;2021-05-17
dolnoœl¹skie;lwówecki;6;1.31;0;0;0;28;9;183;78;9;68;1;t0212;2021-05-17
dolnoœl¹skie;milicki;2;0.54;0;0;0;16;8;77;41;2;38;1;t0213;2021-05-17
