"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"1","Cały kraj","Cały kraj",168,0.04,41,15,26,2373,419,64252,51920,263,51514,143,"t0000",2021-06-18
"2","dolnośląskie","bolesławiecki",3,0.33,0,0,0,4,9,335,119,3,116,0,"t0201",2021-06-18
"3","dolnośląskie","dzierżoniowski",0,0,0,0,0,4,2,64,164,0,164,0,"t0202",2021-06-18
"4","dolnośląskie","głogowski",0,0,0,0,0,1,1,70,81,0,81,0,"t0203",2021-06-18
"5","dolnośląskie","górowski",0,0,0,0,0,4,0,33,31,0,31,0,"t0204",2021-06-18
"6","dolnośląskie","jaworski",0,0,0,0,0,2,2,25,39,0,39,0,"t0205",2021-06-18
"7","dolnośląskie","jeleniogórski",0,0,1,0,1,0,0,48,77,0,77,0,"t0206",2021-06-18
"8","dolnośląskie","kamiennogórski",0,0,0,0,0,0,2,26,43,1,42,0,"t0207",2021-06-18
"9","dolnośląskie","kłodzki",4,0.25,0,0,0,7,1,86,128,5,123,0,"t0208",2021-06-18
"10","dolnośląskie","legnicki",0,0,0,0,0,3,1,107,95,0,95,0,"t0209",2021-06-18
"11","dolnośląskie","lubański",0,0,0,0,0,3,0,46,34,0,34,0,"t0210",2021-06-18
"12","dolnośląskie","lubiński",0,0,0,0,0,7,1,44,109,0,109,0,"t0211",2021-06-18
"13","dolnośląskie","lwówecki",1,0.22,0,0,0,28,1,69,71,1,69,1,"t0212",2021-06-18
"14","dolnośląskie","milicki",0,0,3,3,0,1,0,53,46,1,45,0,"t0213",2021-06-18
"15","dolnośląskie","oleśnicki",0,0,0,0,0,6,4,88,124,1,122,1,"t0214",2021-06-18
"16","dolnośląskie","oławski",0,0,0,0,0,2,0,91,125,0,125,0,"t0215",2021-06-18
"17","dolnośląskie","polkowicki",0,0,0,0,0,6,1,52,76,0,76,0,"t0216",2021-06-18
"18","dolnośląskie","strzeliński",0,0,0,0,0,2,1,22,48,0,48,0,"t0217",2021-06-18
"19","dolnośląskie","średzki",0,0,0,0,0,3,0,104,69,0,69,0,"t0218",2021-06-18
"20","dolnośląskie","świdnicki",0,0,0,0,0,4,2,199,169,0,169,0,"t0219",2021-06-18
"21","dolnośląskie","trzebnicki",0,0,0,0,0,1,1,425,148,0,148,0,"t0220",2021-06-18
"22","dolnośląskie","wałbrzyski",0,0,0,0,0,2,0,19,48,0,48,0,"t0221",2021-06-18
"23","dolnośląskie","wołowski",0,0,0,0,0,2,1,67,60,0,60,0,"t0222",2021-06-18
"24","dolnośląskie","wrocławski",1,0.06,0,0,0,22,3,359,320,1,319,0,"t0223",2021-06-18
"25","dolnośląskie","ząbkowicki",0,0,0,0,0,5,3,29,50,0,50,0,"t0224",2021-06-18
"26","dolnośląskie","zgorzelecki",0,0,0,0,0,7,2,81,61,0,61,0,"t0225",2021-06-18
"27","dolnośląskie","złotoryjski",0,0,0,0,0,2,0,40,36,0,36,0,"t0226",2021-06-18
"28","dolnośląskie","Jelenia Góra",0,0,0,0,0,2,1,57,104,0,104,0,"t0261",2021-06-18
"29","dolnośląskie","Legnica",0,0,0,0,0,5,0,118,125,0,125,0,"t0262",2021-06-18
"30","dolnośląskie","Wrocław",1,0.02,1,1,0,41,8,1427,1605,2,1594,9,"t0264",2021-06-18
"31","dolnośląskie","Wałbrzych",0,0,0,0,0,14,2,100,139,0,139,0,"t0265",2021-06-18
"32","kujawsko-pomorskie","aleksandrowski",0,0,0,0,0,1,2,15,48,0,46,2,"t0401",2021-06-18
"33","kujawsko-pomorskie","brodnicki",0,0,0,0,0,3,1,22,97,0,97,0,"t0402",2021-06-18
"34","kujawsko-pomorskie","bydgoski",0,0,0,0,0,13,1,89,114,0,113,1,"t0403",2021-06-18
"35","kujawsko-pomorskie","chełmiński",0,0,0,0,0,1,0,28,36,0,36,0,"t0404",2021-06-18
"36","kujawsko-pomorskie","golubsko-dobrzyński",0,0,0,0,0,3,0,13,37,0,37,0,"t0405",2021-06-18
"37","kujawsko-pomorskie","grudziądzki",0,0,0,0,0,3,0,18,48,0,48,0,"t0406",2021-06-18
"38","kujawsko-pomorskie","inowrocławski",0,0,0,0,0,8,0,112,119,0,118,1,"t0407",2021-06-18
"39","kujawsko-pomorskie","lipnowski",0,0,0,0,0,1,0,112,63,0,63,0,"t0408",2021-06-18
"40","kujawsko-pomorskie","mogileński",0,0,0,0,0,1,1,18,30,0,30,0,"t0409",2021-06-18
"41","kujawsko-pomorskie","nakielski",0,0,0,0,0,8,1,60,65,0,65,0,"t0410",2021-06-18
"42","kujawsko-pomorskie","radziejowski",0,0,0,0,0,2,0,29,33,0,33,0,"t0411",2021-06-18
"43","kujawsko-pomorskie","rypiński",0,0,0,0,0,1,0,9,24,0,24,0,"t0412",2021-06-18
"44","kujawsko-pomorskie","sępoleński",0,0,0,0,0,2,1,26,33,1,32,0,"t0413",2021-06-18
"45","kujawsko-pomorskie","świecki",0,0,0,0,0,3,2,75,122,0,122,0,"t0414",2021-06-18
