wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;6252;1.63;16;5;11;421;20338;289150;38390;7027;30865;498;t0000;2021-12-25
dolnoœl¹skie;boles³awiecki;7;0.78;0;0;0;0;43;660;52;8;43;1;t0201;2021-12-25
dolnoœl¹skie;dzier¿oniowski;11;1.09;0;0;0;0;61;605;48;11;37;0;t0202;2021-12-25
dolnoœl¹skie;g³ogowski;2;0.23;0;0;0;0;50;581;32;2;30;0;t0203;2021-12-25
dolnoœl¹skie;górowski;2;0.58;0;0;0;0;24;285;22;3;19;0;t0204;2021-12-25
dolnoœl¹skie;jaworski;5;1.00;0;0;0;0;29;411;20;5;15;0;t0205;2021-12-25
dolnoœl¹skie;jeleniogórski;4;0.63;0;0;0;0;31;388;37;5;32;0;t0206;2021-12-25
dolnoœl¹skie;kamiennogórski;2;0.46;1;1;0;0;22;170;15;2;13;0;t0207;2021-12-25
dolnoœl¹skie;k³odzki;49;3.12;0;0;0;0;73;1082;171;52;116;3;t0208;2021-12-25
dolnoœl¹skie;legnicki;9;1.63;0;0;0;3;31;540;28;11;17;0;t0209;2021-12-25
dolnoœl¹skie;lubañski;8;1.48;0;0;0;0;34;235;28;9;19;0;t0210;2021-12-25
dolnoœl¹skie;lubiñski;17;1.60;0;0;0;2;43;732;84;17;66;1;t0211;2021-12-25
dolnoœl¹skie;lwówecki;3;0.66;0;0;0;0;30;188;12;3;8;1;t0212;2021-12-25
dolnoœl¹skie;milicki;9;2.44;0;0;0;0;26;483;30;11;19;0;t0213;2021-12-25
dolnoœl¹skie;oleœnicki;33;3.07;0;0;0;0;68;873;127;36;89;2;t0214;2021-12-25
dolnoœl¹skie;o³awski;2;0.26;0;0;0;1;71;913;45;6;39;0;t0215;2021-12-25
