"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"1","Cały kraj","Cały kraj",44,0.01,0,0,0,240,111,97367,25671,70,25550,51,"t0000",2021-07-11
"2","dolnośląskie","bolesławiecki",0,0,0,0,0,0,0,265,41,0,41,0,"t0201",2021-07-11
"3","dolnośląskie","dzierżoniowski",1,0.1,0,0,0,0,0,153,27,1,26,0,"t0202",2021-07-11
"4","dolnośląskie","głogowski",0,0,0,0,0,0,0,104,57,0,57,0,"t0203",2021-07-11
"5","dolnośląskie","górowski",0,0,0,0,0,0,0,44,25,0,25,0,"t0204",2021-07-11
"6","dolnośląskie","jaworski",0,0,0,0,0,0,0,65,5,0,5,0,"t0205",2021-07-11
"7","dolnośląskie","jeleniogórski",0,0,0,0,0,0,0,203,28,0,28,0,"t0206",2021-07-11
"8","dolnośląskie","kamiennogórski",0,0,0,0,0,0,0,91,12,0,12,0,"t0207",2021-07-11
"9","dolnośląskie","kłodzki",0,0,0,0,0,2,0,207,58,0,58,0,"t0208",2021-07-11
"10","dolnośląskie","legnicki",0,0,0,0,0,2,0,174,21,0,20,1,"t0209",2021-07-11
"11","dolnośląskie","lubański",0,0,0,0,0,0,0,72,13,0,13,0,"t0210",2021-07-11
"12","dolnośląskie","lubiński",0,0,0,0,0,0,0,118,35,0,35,0,"t0211",2021-07-11
"13","dolnośląskie","lwówecki",0,0,0,0,0,0,0,63,20,0,20,0,"t0212",2021-07-11
"14","dolnośląskie","milicki",0,0,0,0,0,0,0,77,25,0,25,0,"t0213",2021-07-11
"15","dolnośląskie","oleśnicki",0,0,0,0,0,0,0,221,27,0,27,0,"t0214",2021-07-11
"16","dolnośląskie","oławski",0,0,0,0,0,0,0,264,27,0,27,0,"t0215",2021-07-11
"17","dolnośląskie","polkowicki",0,0,0,0,0,0,0,88,26,0,26,0,"t0216",2021-07-11
"18","dolnośląskie","strzeliński",0,0,0,0,0,0,0,58,13,0,13,0,"t0217",2021-07-11
"19","dolnośląskie","średzki",0,0,0,0,0,0,1,131,23,0,23,0,"t0218",2021-07-11
"20","dolnośląskie","świdnicki",0,0,0,0,0,0,0,526,32,0,32,0,"t0219",2021-07-11
"21","dolnośląskie","trzebnicki",0,0,0,0,0,0,0,267,38,0,38,0,"t0220",2021-07-11
"22","dolnośląskie","wałbrzyski",0,0,0,0,0,0,0,72,34,0,34,0,"t0221",2021-07-11
"23","dolnośląskie","wołowski",0,0,0,0,0,0,0,100,20,0,20,0,"t0222",2021-07-11
"24","dolnośląskie","wrocławski",0,0,0,0,0,5,1,662,77,0,77,0,"t0223",2021-07-11
"25","dolnośląskie","ząbkowicki",0,0,0,0,0,0,0,82,22,0,22,0,"t0224",2021-07-11
"26","dolnośląskie","zgorzelecki",0,0,0,0,0,0,1,136,30,0,30,0,"t0225",2021-07-11
"27","dolnośląskie","złotoryjski",0,0,0,0,0,0,0,41,15,0,15,0,"t0226",2021-07-11
"28","dolnośląskie","Jelenia Góra",0,0,0,0,0,0,0,139,44,0,44,0,"t0261",2021-07-11
"29","dolnośląskie","Legnica",0,0,0,0,0,0,0,274,27,0,26,1,"t0262",2021-07-11
"30","dolnośląskie","Wrocław",0,0,0,0,0,0,5,3222,374,0,373,1,"t0264",2021-07-11
"31","dolnośląskie","Wałbrzych",0,0,0,0,0,0,0,171,65,0,65,0,"t0265",2021-07-11
"32","kujawsko-pomorskie","aleksandrowski",0,0,0,0,0,0,1,53,26,0,26,0,"t0401",2021-07-11
"33","kujawsko-pomorskie","brodnicki",0,0,0,0,0,2,0,71,27,0,27,0,"t0402",2021-07-11
"34","kujawsko-pomorskie","bydgoski",1,0.08,0,0,0,0,0,226,72,1,71,0,"t0403",2021-07-11
"35","kujawsko-pomorskie","chełmiński",0,0,0,0,0,1,0,81,22,0,22,0,"t0404",2021-07-11
"36","kujawsko-pomorskie","golubsko-dobrzyński",0,0,0,0,0,1,0,37,22,0,22,0,"t0405",2021-07-11
"37","kujawsko-pomorskie","grudziądzki",0,0,0,0,0,0,0,43,10,0,10,0,"t0406",2021-07-11
"38","kujawsko-pomorskie","inowrocławski",0,0,0,0,0,0,0,175,61,0,61,0,"t0407",2021-07-11
"39","kujawsko-pomorskie","lipnowski",0,0,0,0,0,0,2,67,23,1,22,0,"t0408",2021-07-11
"40","kujawsko-pomorskie","mogileński",1,0.22,0,0,0,0,0,52,11,1,10,0,"t0409",2021-07-11
"41","kujawsko-pomorskie","nakielski",0,0,0,0,0,5,0,75,40,0,39,1,"t0410",2021-07-11
"42","kujawsko-pomorskie","radziejowski",0,0,0,0,0,0,0,38,13,0,13,0,"t0411",2021-07-11
"43","kujawsko-pomorskie","rypiński",0,0,0,0,0,0,0,19,18,0,18,0,"t0412",2021-07-11
"44","kujawsko-pomorskie","sępoleński",0,0,0,0,0,0,0,21,15,0,15,0,"t0413",2021-07-11
"45","kujawsko-pomorskie","świecki",0,0,0,0,0,1,0,175,40,0,40,0,"t0414",2021-07-11
"46","kujawsko-pomorskie","toruński",0,0,0,0,0,0,0,104,57,0,57,0,"t0415",2021-07-11
"47","kujawsko-pomorskie","tucholski",0,0,0,0,0,0,0,33,31,0,31,0,"t0416",2021-07-11
"48","kujawsko-pomorskie","wąbrzeski",0,0,0,0,0,0,0,18,14,0,14,0,"t0417",2021-07-11
