"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"1","Cały kraj","Cały kraj",341,0.09,68,19,49,3097,730,56809,54667,513,53959,195,"t0000",2021-06-10
"2","dolnośląskie","bolesławiecki",4,0.44,0,0,0,12,3,158,109,6,103,0,"t0201",2021-06-10
"3","dolnośląskie","dzierżoniowski",3,0.3,0,0,0,9,7,87,94,3,89,2,"t0202",2021-06-10
"4","dolnośląskie","głogowski",1,0.11,0,0,0,7,1,84,98,1,96,1,"t0203",2021-06-10
"5","dolnośląskie","górowski",0,0,0,0,0,4,0,54,28,0,28,0,"t0204",2021-06-10
"6","dolnośląskie","jaworski",0,0,0,0,0,5,0,54,50,0,49,1,"t0205",2021-06-10
"7","dolnośląskie","jeleniogórski",0,0,0,0,0,2,1,65,82,0,82,0,"t0206",2021-06-10
"8","dolnośląskie","kamiennogórski",0,0,0,0,0,5,1,49,58,0,58,0,"t0207",2021-06-10
"9","dolnośląskie","kłodzki",0,0,0,0,0,16,2,121,136,0,136,0,"t0208",2021-06-10
"10","dolnośląskie","legnicki",0,0,0,0,0,2,1,63,69,0,68,1,"t0209",2021-06-10
"11","dolnośląskie","lubański",0,0,0,0,0,6,3,67,25,0,25,0,"t0210",2021-06-10
"12","dolnośląskie","lubiński",0,0,0,0,0,7,3,44,120,0,120,0,"t0211",2021-06-10
"13","dolnośląskie","lwówecki",0,0,0,0,0,5,0,39,42,0,42,0,"t0212",2021-06-10
"14","dolnośląskie","milicki",0,0,3,3,0,3,1,19,32,0,32,0,"t0213",2021-06-10
"15","dolnośląskie","oleśnicki",0,0,0,0,0,3,2,134,126,10,114,2,"t0214",2021-06-10
"16","dolnośląskie","oławski",0,0,1,1,0,6,3,127,125,1,124,0,"t0215",2021-06-10
"17","dolnośląskie","polkowicki",1,0.16,0,0,0,2,2,39,66,1,65,0,"t0216",2021-06-10
"18","dolnośląskie","strzeliński",0,0,0,0,0,4,0,24,46,0,46,0,"t0217",2021-06-10
"19","dolnośląskie","średzki",1,0.18,0,0,0,3,4,86,90,1,89,0,"t0218",2021-06-10
"20","dolnośląskie","świdnicki",1,0.06,0,0,0,12,1,183,175,1,174,0,"t0219",2021-06-10
"21","dolnośląskie","trzebnicki",2,0.23,0,0,0,4,4,279,126,3,122,1,"t0220",2021-06-10
"22","dolnośląskie","wałbrzyski",0,0,0,0,0,3,1,25,87,0,87,0,"t0221",2021-06-10
"23","dolnośląskie","wołowski",2,0.43,0,0,0,4,1,67,42,3,38,1,"t0222",2021-06-10
"24","dolnośląskie","wrocławski",1,0.06,0,0,0,13,3,262,326,2,322,2,"t0223",2021-06-10
"25","dolnośląskie","ząbkowicki",0,0,0,0,0,6,1,41,89,0,88,1,"t0224",2021-06-10
"26","dolnośląskie","zgorzelecki",2,0.23,0,0,0,5,0,122,62,2,60,0,"t0225",2021-06-10
"27","dolnośląskie","złotoryjski",0,0,0,0,0,3,0,45,38,1,37,0,"t0226",2021-06-10
"28","dolnośląskie","Jelenia Góra",0,0,0,0,0,3,1,76,128,1,127,0,"t0261",2021-06-10
