"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"1","Cały kraj","Cały kraj",107,0.03,0,0,0,134,222,57384,22427,122,22285,20,"t0000",2021-08-22
"2","dolnośląskie","bolesławiecki",0,0,0,0,0,0,0,145,50,0,50,0,"t0201",2021-08-22
"3","dolnośląskie","dzierżoniowski",0,0,0,0,0,0,0,70,13,0,13,0,"t0202",2021-08-22
"4","dolnośląskie","głogowski",0,0,0,0,0,0,1,68,39,0,39,0,"t0203",2021-08-22
"5","dolnośląskie","górowski",1,0.29,0,0,0,0,0,22,9,1,8,0,"t0204",2021-08-22
"6","dolnośląskie","jaworski",0,0,0,0,0,0,0,45,27,0,27,0,"t0205",2021-08-22
"7","dolnośląskie","jeleniogórski",0,0,0,0,0,0,0,92,54,0,54,0,"t0206",2021-08-22
"8","dolnośląskie","kamiennogórski",0,0,0,0,0,0,0,55,13,0,13,0,"t0207",2021-08-22
"9","dolnośląskie","kłodzki",0,0,0,0,0,0,0,109,61,0,61,0,"t0208",2021-08-22
"10","dolnośląskie","legnicki",0,0,0,0,0,0,0,87,24,0,24,0,"t0209",2021-08-22
"11","dolnośląskie","lubański",0,0,0,0,0,0,2,34,15,0,15,0,"t0210",2021-08-22
"12","dolnośląskie","lubiński",1,0.09,0,0,0,0,2,56,41,1,40,0,"t0211",2021-08-22
"13","dolnośląskie","lwówecki",0,0,0,0,0,0,1,31,24,0,24,0,"t0212",2021-08-22
"14","dolnośląskie","milicki",0,0,0,0,0,0,0,33,9,1,8,0,"t0213",2021-08-22
"15","dolnośląskie","oleśnicki",0,0,0,0,0,0,0,141,33,0,33,0,"t0214",2021-08-22
"16","dolnośląskie","oławski",0,0,0,0,0,0,0,239,23,0,23,0,"t0215",2021-08-22
"17","dolnośląskie","polkowicki",0,0,0,0,0,0,0,60,28,0,28,0,"t0216",2021-08-22
"18","dolnośląskie","strzeliński",0,0,0,0,0,0,1,22,13,0,13,0,"t0217",2021-08-22
"19","dolnośląskie","średzki",0,0,0,0,0,0,0,85,26,0,26,0,"t0218",2021-08-22
"20","dolnośląskie","świdnicki",0,0,0,0,0,0,0,371,29,0,29,0,"t0219",2021-08-22
"21","dolnośląskie","trzebnicki",0,0,0,0,0,0,0,164,46,0,46,0,"t0220",2021-08-22
"22","dolnośląskie","wałbrzyski",0,0,0,0,0,0,0,35,16,0,16,0,"t0221",2021-08-22
