wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;13644;3.56;220;58;162;41463;7587;381895;76080;14881;60619;580;t0000;2021-11-08
dolnoœl¹skie;boles³awiecki;65;7.22;0;0;0;157;10;1493;247;73;173;1;t0201;2021-11-08
dolnoœl¹skie;dzier¿oniowski;11;1.09;0;0;0;52;7;242;127;13;113;1;t0202;2021-11-08
dolnoœl¹skie;g³ogowski;10;1.13;0;0;0;79;24;1110;136;11;125;0;t0203;2021-11-08
dolnoœl¹skie;górowski;13;3.75;0;0;0;42;5;254;43;15;26;2;t0204;2021-11-08
dolnoœl¹skie;jaworski;6;1.20;0;0;0;26;0;212;58;6;52;0;t0205;2021-11-08
dolnoœl¹skie;jeleniogórski;9;1.42;0;0;0;14;2;261;95;11;84;0;t0206;2021-11-08
dolnoœl¹skie;kamiennogórski;3;0.70;0;0;0;8;0;77;88;7;81;0;t0207;2021-11-08
dolnoœl¹skie;k³odzki;12;0.76;0;0;0;83;13;414;117;13;104;0;t0208;2021-11-08
dolnoœl¹skie;legnicki;6;1.09;0;0;0;29;4;452;78;8;69;1;t0209;2021-11-08
dolnoœl¹skie;lubañski;14;2.59;0;0;0;77;2;520;48;15;33;0;t0210;2021-11-08
dolnoœl¹skie;lubiñski;16;1.51;2;0;2;108;17;744;159;20;138;1;t0211;2021-11-08
dolnoœl¹skie;lwówecki;9;1.97;0;0;0;70;4;382;92;11;81;0;t0212;2021-11-08
dolnoœl¹skie;milicki;7;1.90;0;0;0;25;1;220;22;7;15;0;t0213;2021-11-08
dolnoœl¹skie;oleœnicki;14;1.30;0;0;0;75;13;833;114;14;100;0;t0214;2021-11-08
dolnoœl¹skie;o³awski;5;0.65;0;0;0;73;27;868;80;5;75;0;t0215;2021-11-08
dolnoœl¹skie;polkowicki;9;1.43;2;0;2;50;13;735;114;12;102;0;t0216;2021-11-08
dolnoœl¹skie;strzeliñski;7;1.61;0;0;0;47;3;181;70;8;59;3;t0217;2021-11-08
dolnoœl¹skie;œredzki;4;0.72;0;0;0;51;17;387;62;6;55;1;t0218;2021-11-08
dolnoœl¹skie;œwidnicki;10;0.64;1;0;1;61;10;462;154;11;143;0;t0219;2021-11-08
dolnoœl¹skie;trzebnicki;14;1.64;0;0;0;38;4;610;125;15;109;1;t0220;2021-11-08
dolnoœl¹skie;wa³brzyski;2;0.36;0;0;0;33;5;185;89;2;87;0;t0221;2021-11-08
dolnoœl¹skie;wo³owski;8;1.71;0;0;0;41;6;469;108;12;96;0;t0222;2021-11-08
dolnoœl¹skie;wroc³awski;69;4.48;2;2;0;195;42;1352;303;71;229;3;t0223;2021-11-08
