wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;13397;3.49;532;104;428;17905;7841;168692;53703;14557;37831;1315;t0000
dolnoœl¹skie;boles³awiecki;36;4.00;1;0;1;46;24;436;122;37;80;5;t0201
dolnoœl¹skie;dzier¿oniowski;12;1.19;1;0;1;15;10;210;69;15;53;1;t0202
dolnoœl¹skie;g³ogowski;24;2.70;1;0;1;29;6;281;106;26;78;2;t0203
dolnoœl¹skie;górowski;14;4.03;0;0;0;12;1;107;52;15;37;0;t0204
dolnoœl¹skie;jaworski;16;3.20;0;0;0;13;5;139;53;16;36;1;t0205
dolnoœl¹skie;jeleniogórski;26;4.10;2;1;1;22;10;169;114;31;79;4;t0206
dolnoœl¹skie;kamiennogórski;3;0.70;0;0;0;1;3;86;76;6;70;0;t0207
dolnoœl¹skie;k³odzki;27;1.72;0;0;0;31;12;302;148;28;118;2;t0208
dolnoœl¹skie;legnicki;9;1.63;0;0;0;22;7;175;39;10;29;0;t0209
dolnoœl¹skie;lubañski;33;6.10;0;0;0;27;10;315;88;35;50;3;t0210
dolnoœl¹skie;lubiñski;42;3.96;0;0;0;27;9;317;232;51;178;3;t0211
dolnoœl¹skie;lwówecki;10;2.18;0;0;0;18;3;121;75;10;65;0;t0212
dolnoœl¹skie;milicki;13;3.52;0;0;0;19;2;189;43;14;29;0;t0213
dolnoœl¹skie;oleœnicki;48;4.47;2;1;1;36;13;456;167;55;109;3;t0214
dolnoœl¹skie;o³awski;24;3.12;0;0;0;24;18;410;90;24;65;1;t0215
dolnoœl¹skie;polkowicki;5;0.79;1;1;0;18;5;163;67;7;60;0;t0216
dolnoœl¹skie;strzeliñski;1;0.23;4;2;2;10;10;153;32;1;31;0;t0217
dolnoœl¹skie;œredzki;8;1.45;0;0;0;19;6;210;52;8;42;2;t0218
dolnoœl¹skie;œwidnicki;43;2.75;2;0;2;46;19;749;179;47;119;13;t0219
