wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;4835;1.26;291;60;231;17080;9777;185122;48409;5893;41802;714;t0000
dolnoœl¹skie;boles³awiecki;28;3.11;1;0;1;57;15;392;147;31;116;0;t0201
dolnoœl¹skie;dzier¿oniowski;3;0.30;0;0;0;18;2;178;88;4;84;0;t0202
dolnoœl¹skie;g³ogowski;5;0.56;0;0;0;21;11;292;84;5;77;2;t0203
dolnoœl¹skie;górowski;2;0.58;0;0;0;8;9;117;60;2;58;0;t0204
dolnoœl¹skie;jaworski;2;0.40;1;1;0;34;5;167;62;7;54;1;t0205
dolnoœl¹skie;jeleniogórski;10;1.58;0;0;0;17;7;236;111;17;92;2;t0206
dolnoœl¹skie;kamiennogórski;2;0.46;0;0;0;8;2;79;190;2;188;0;t0207
dolnoœl¹skie;k³odzki;6;0.38;0;0;0;67;19;463;107;7;99;1;t0208
dolnoœl¹skie;legnicki;3;0.54;0;0;0;18;5;174;42;3;38;1;t0209
dolnoœl¹skie;lubañski;3;0.55;1;1;0;13;20;252;99;3;94;2;t0210
dolnoœl¹skie;lubiñski;8;0.75;0;0;0;30;8;222;141;9;132;0;t0211
dolnoœl¹skie;lwówecki;5;1.09;0;0;0;14;9;126;252;7;244;1;t0212
dolnoœl¹skie;milicki;2;0.54;0;0;0;10;9;151;21;3;18;0;t0213
dolnoœl¹skie;oleœnicki;9;0.84;1;1;0;37;9;344;204;9;190;5;t0214
dolnoœl¹skie;o³awski;7;0.91;0;0;0;21;16;385;103;9;92;2;t0215
dolnoœl¹skie;polkowicki;12;1.90;0;0;0;14;8;208;122;13;109;0;t0216
dolnoœl¹skie;strzeliñski;3;0.69;0;0;0;14;0;130;61;3;55;3;t0217
dolnoœl¹skie;œredzki;1;0.18;0;0;0;34;15;206;56;2;54;0;t0218
dolnoœl¹skie;œwidnicki;30;1.92;1;0;1;32;23;688;219;31;186;2;t0219
dolnoœl¹skie;trzebnicki;3;0.35;0;0;0;27;26;394;194;5;184;5;t0220
dolnoœl¹skie;wa³brzyski;12;2.17;0;0;0;15;14;133;75;13;62;0;t0221
dolnoœl¹skie;wo³owski;2;0.43;0;0;0;18;20;221;34;2;31;1;t0222
dolnoœl¹skie;wroc³awski;16;1.04;0;0;0;78;25;1184;182;20;159;3;t0223
dolnoœl¹skie;z¹bkowicki;5;0.78;0;0;0;11;7;279;66;6;60;0;t0224
dolnoœl¹skie;zgorzelecki;17;1.92;0;0;0;26;38;366;420;17;400;3;t0225
dolnoœl¹skie;z³otoryjski;1;0.23;0;0;0;8;9;146;18;2;16;0;t0226
dolnoœl¹skie;Jelenia Góra;8;1.02;0;0;0;25;9;300;135;8;127;0;t0261
dolnoœl¹skie;Legnica;3;0.30;1;1;0;51;11;537;62;3;59;0;t0262
dolnoœl¹skie;Wroc³aw;87;1.35;4;4;0;263;151;3862;1193;112;1049;32;t0264
dolnoœl¹skie;Wa³brzych;15;1.36;0;0;0;42;40;290;218;18;198;2;t0265
kujawsko-pomorskie;aleksandrowski;6;1.09;0;0;0;29;16;189;63;10;52;1;t0401
kujawsko-pomorskie;brodnicki;5;0.63;0;0;0;39;21;405;50;5;45;0;t0402
kujawsko-pomorskie;bydgoski;44;3.68;3;0;3;114;87;1181;192;48;141;3;t0403
kujawsko-pomorskie;che³miñski;23;4.44;0;0;0;53;37;565;208;51;153;4;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;5;1.11;1;0;1;32;19;246;41;5;33;3;t0405
kujawsko-pomorskie;grudzi¹dzki;7;1.74;0;0;0;31;23;365;68;7;61;0;t0406
kujawsko-pomorskie;inowroc³awski;13;0.82;5;0;5;67;78;861;178;27;147;4;t0407
kujawsko-pomorskie;lipnowski;4;0.61;0;0;0;13;10;257;57;4;51;2;t0408
kujawsko-pomorskie;mogileñski;2;0.44;0;0;0;18;13;224;33;3;29;1;t0409
kujawsko-pomorskie;nakielski;22;2.55;0;0;0;130;62;747;109;23;85;1;t0410
kujawsko-pomorskie;radziejowski;16;3.98;1;0;1;23;11;190;67;17;48;2;t0411
kujawsko-pomorskie;rypiñski;0;0;2;0;2;8;10;142;25;0;25;0;t0412
kujawsko-pomorskie;sêpoleñski;10;2.44;0;0;0;31;17;270;55;11;44;0;t0413
kujawsko-pomorskie;œwiecki;5;0.51;0;0;0;85;38;728;97;6;89;2;t0414
kujawsko-pomorskie;toruñski;26;2.39;2;0;2;75;72;855;181;41;137;3;t0415
kujawsko-pomorskie;tucholski;8;1.66;0;0;0;33;14;289;69;8;60;1;t0416
kujawsko-pomorskie;w¹brzeski;12;3.52;0;0;0;25;6;238;43;14;26;3;t0417
kujawsko-pomorskie;w³oc³awski;5;0.58;0;0;0;37;12;390;75;7;68;0;t0418
kujawsko-pomorskie;¿niñski;15;2.14;0;0;0;48;34;453;86;18;67;1;t0419
kujawsko-pomorskie;Bydgoszcz;106;3.06;7;0;7;332;208;2783;562;121;432;9;t0461
kujawsko-pomorskie;Grudzi¹dz;14;1.49;0;0;0;61;48;647;224;17;205;2;t0462
kujawsko-pomorskie;Toruñ;77;3.83;1;1;0;154;113;1176;646;82;556;8;t0463
kujawsko-pomorskie;W³oc³awek;13;1.19;3;0;3;54;27;495;128;18;110;0;t0464
lubelskie;bialski;11;1.00;0;0;0;36;15;408;91;13;76;2;t0601
lubelskie;bi³gorajski;13;1.29;0;0;0;32;5;256;93;15;75;3;t0602
lubelskie;che³mski;11;1.41;2;0;2;28;17;309;73;11;62;0;t0603
lubelskie;hrubieszowski;14;2.24;1;1;0;20;6;215;83;14;68;1;t0604
lubelskie;janowski;2;0.44;0;0;0;11;6;101;44;2;41;1;t0605
lubelskie;krasnostawski;20;3.18;3;0;3;29;22;353;92;23;68;1;t0606
lubelskie;kraœnicki;8;0.84;5;3;2;29;15;279;111;10;99;2;t0607
lubelskie;lubartowski;4;0.45;1;1;0;26;10;252;69;5;61;3;t0608
lubelskie;lubelski;19;1.22;3;0;3;59;33;648;201;21;179;1;t0609
lubelskie;³êczyñski;12;2.09;2;0;2;36;15;336;79;12;66;1;t0610
lubelskie;³ukowski;7;0.66;0;0;0;19;24;259;78;11;66;1;t0611
lubelskie;opolski;6;1.02;0;0;0;18;8;229;51;7;44;0;t0612
lubelskie;parczewski;0;0;0;0;0;7;5;85;30;1;29;0;t0613
lubelskie;pu³awski;8;0.71;3;1;2;41;44;563;109;11;98;0;t0614
lubelskie;radzyñski;9;1.54;1;0;1;12;10;126;78;10;68;0;t0615
lubelskie;rycki;4;0.72;2;2;0;34;8;300;37;5;32;0;t0616
lubelskie;œwidnicki;6;0.84;1;1;0;57;13;266;83;7;76;0;t0617
lubelskie;tomaszowski;14;1.70;1;0;1;38;17;314;96;16;79;1;t0618
lubelskie;w³odawski;15;3.93;0;0;0;40;17;277;56;15;41;0;t0619
lubelskie;zamojski;8;0.76;0;0;0;11;10;214;101;9;90;2;t0620
lubelskie;Bia³a Podlaska;7;1.22;0;0;0;28;16;203;79;8;69;2;t0661
lubelskie;Che³m;12;1.95;3;0;3;33;7;237;82;14;67;1;t0662
lubelskie;Lublin;50;1.47;10;3;7;165;70;1604;1124;62;1058;4;t0663
lubelskie;Zamoœæ;6;0.95;0;0;0;35;9;157;90;8;81;1;t0664
lubuskie;gorzowski;3;0.42;1;0;1;33;15;496;72;8;61;3;t0801
lubuskie;kroœnieñski;2;0.37;0;0;0;30;12;337;51;3;46;2;t0802
lubuskie;miêdzyrzecki;4;0.70;1;1;0;30;17;299;73;7;65;1;t0803
lubuskie;nowosolski;8;0.93;0;0;0;53;12;412;125;26;98;1;t0804
lubuskie;s³ubicki;8;1.71;0;0;0;15;15;277;59;9;50;0;t0805
lubuskie;strzelecko-drezdenecki;8;1.64;1;1;0;35;13;319;75;17;55;3;t0806
lubuskie;sulêciñski;1;0.28;2;2;0;29;13;245;107;13;92;2;t0807
lubuskie;œwiebodziñski;9;1.62;0;0;0;34;26;382;84;12;71;1;t0808
lubuskie;zielonogórski;4;0.53;0;0;0;34;10;353;86;9;77;0;t0809
lubuskie;¿agañski;7;0.89;0;0;0;34;6;205;93;10;83;0;t0810
lubuskie;¿arski;16;1.67;0;0;0;37;18;464;122;20;100;2;t0811
lubuskie;wschowski;1;0.26;0;0;0;11;4;109;30;1;29;0;t0812
lubuskie;Gorzów Wielkopolski;4;0.32;2;2;0;65;34;616;90;10;80;0;t0861
lubuskie;Zielona Góra;10;0.71;2;0;2;82;45;790;235;17;215;3;t0862
³ódzkie;be³chatowski;10;0.89;0;0;0;22;20;383;76;11;63;2;t1001
³ódzkie;kutnowski;13;1.35;1;0;1;39;23;411;107;16;87;4;t1002
³ódzkie;³aski;0;0;0;0;0;9;12;142;43;1;42;0;t1003
³ódzkie;³êczycki;3;0.61;1;1;0;27;21;255;75;6;68;1;t1004
³ódzkie;³owicki;12;1.54;1;0;1;27;15;295;84;13;71;0;t1005
³ódzkie;³ódzki wschodni;6;0.83;0;0;0;35;27;451;83;8;74;1;t1006
³ódzkie;opoczyñski;5;0.66;2;2;0;9;3;155;80;6;70;4;t1007
³ódzkie;pabianicki;17;1.43;0;0;0;70;39;585;133;19;114;0;t1008
³ódzkie;pajêczañski;5;0.98;3;1;2;9;17;181;42;5;37;0;t1009
³ódzkie;piotrkowski;10;1.09;0;0;0;26;11;291;86;10;76;0;t1010
³ódzkie;poddêbicki;3;0.73;1;0;1;24;17;181;51;4;47;0;t1011
³ódzkie;radomszczañski;4;0.36;2;0;2;28;43;393;104;4;99;1;t1012
³ódzkie;rawski;1;0.21;0;0;0;16;6;263;21;1;20;0;t1013
³ódzkie;sieradzki;11;0.94;2;0;2;25;14;430;164;13;147;4;t1014
³ódzkie;skierniewicki;3;0.79;0;0;0;19;15;263;27;3;24;0;t1015
³ódzkie;tomaszowski;5;0.43;3;0;3;44;30;499;90;6;82;2;t1016
