wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Cały kraj;Cały kraj;13230;3.45;531;110;421;17727;285534;56872;14757;40530;1585;t0000;2020-12-03
dolnośląskie;bolesławiecki;22;2.44;0;0;0;53;863;199;23;173;3;t0201;2020-12-03
dolnośląskie;dzierżoniowski;27;2.69;0;0;0;29;509;93;28;61;4;t0202;2020-12-03
dolnośląskie;głogowski;23;2.59;1;0;1;37;799;114;26;84;4;t0203;2020-12-03
dolnośląskie;górowski;1;0.29;1;0;1;20;237;16;1;15;0;t0204;2020-12-03
dolnośląskie;jaworski;16;3.2;4;1;3;45;306;47;16;28;3;t0205;2020-12-03
dolnośląskie;jeleniogórski;24;3.79;0;0;0;9;316;93;26;66;1;t0206;2020-12-03
dolnośląskie;kamiennogórski;13;3.02;0;0;0;13;201;30;13;14;3;t0207;2020-12-03
dolnośląskie;kłodzki;37;2.35;3;0;3;53;940;182;37;143;2;t0208;2020-12-03
dolnośląskie;legnicki;11;1.99;0;0;0;21;391;67;11;52;4;t0209;2020-12-03
dolnośląskie;lubański;15;2.77;2;2;0;22;459;56;16;39;1;t0210;2020-12-03
dolnośląskie;lubiński;14;1.32;0;0;0;49;742;105;18;85;2;t0211;2020-12-03
dolnośląskie;lwówecki;13;2.84;0;0;0;11;308;40;14;26;0;t0212;2020-12-03
dolnośląskie;milicki;14;3.79;1;0;1;16;240;44;14;29;1;t0213;2020-12-03
dolnośląskie;oleśnicki;40;3.73;1;1;0;42;1098;142;40;101;1;t0214;2020-12-03
dolnośląskie;oławski;17;2.21;3;0;3;41;1049;103;22;79;2;t0215;2020-12-03
dolnośląskie;polkowicki;18;2.85;0;0;0;20;528;76;18;58;0;t0216;2020-12-03
dolnośląskie;strzeliński;1;0.23;1;0;1;18;362;28;4;23;1;t0217;2020-12-03
dolnośląskie;średzki;11;1.99;2;0;2;28;508;48;14;32;2;t0218;2020-12-03
dolnośląskie;świdnicki;36;2.3;4;0;4;65;1332;183;42;139;2;t0219;2020-12-03
dolnośląskie;trzebnicki;21;2.46;1;0;1;20;788;113;22;91;0;t0220;2020-12-03
dolnośląskie;wałbrzyski;18;3.25;1;0;1;17;306;68;18;49;1;t0221;2020-12-03
dolnośląskie;wołowski;19;4.07;5;0;5;23;512;67;22;44;1;t0222;2020-12-03
dolnośląskie;wrocławski;51;3.31;1;1;0;83;1281;247;54;187;6;t0223;2020-12-03
dolnośląskie;ząbkowicki;19;2.95;1;0;1;13;410;70;21;46;3;t0224;2020-12-03
dolnośląskie;zgorzelecki;27;3.04;1;1;0;31;759;69;28;38;3;t0225;2020-12-03
dolnośląskie;złotoryjski;11;2.54;3;0;3;16;454;40;12;28;0;t0226;2020-12-03
dolnośląskie;Jelenia Góra;36;4.57;1;0;1;34;589;162;37;124;1;t0261;2020-12-03
dolnośląskie;Legnica;24;2.42;1;0;1;54;760;129;25;100;4;t0262;2020-12-03
dolnośląskie;Wrocław;209;3.25;2;0;2;269;3873;1393;230;1128;35;t0264;2020-12-03
dolnośląskie;Wałbrzych;40;3.62;2;0;2;51;639;277;43;232;2;t0265;2020-12-03
kujawsko-pomorskie;aleksandrowski;12;2.18;0;0;0;26;450;68;13;55;0;t0401;2020-12-03
kujawsko-pomorskie;brodnicki;23;2.91;3;0;3;45;635;78;25;46;7;t0402;2020-12-03
kujawsko-pomorskie;bydgoski;65;5.44;2;2;0;100;1200;252;67;178;7;t0403;2020-12-03
kujawsko-pomorskie;chełmiński;26;5.02;0;0;0;51;544;127;28;93;6;t0404;2020-12-03
kujawsko-pomorskie;golubsko-dobrzyński;18;4.0;0;0;0;18;361;70;20;46;4;t0405;2020-12-03
kujawsko-pomorskie;grudziądzki;23;5.72;0;0;0;25;449;97;23;71;3;t0406;2020-12-03
kujawsko-pomorskie;inowrocławski;54;3.39;0;0;0;119;1419;283;73;201;9;t0407;2020-12-03
kujawsko-pomorskie;lipnowski;19;2.9;0;0;0;39;710;114;20;92;2;t0408;2020-12-03
kujawsko-pomorskie;mogileński;10;2.2;0;0;0;15;450;53;10;43;0;t0409;2020-12-03
kujawsko-pomorskie;nakielski;77;8.93;0;0;0;76;1030;222;79;137;6;t0410;2020-12-03
kujawsko-pomorskie;radziejowski;30;7.46;0;0;0;39;416;76;34;38;4;t0411;2020-12-03
kujawsko-pomorskie;rypiński;4;0.92;0;0;0;14;360;33;4;28;1;t0412;2020-12-03
kujawsko-pomorskie;sępoleński;6;1.47;0;0;0;18;599;49;7;41;1;t0413;2020-12-03
kujawsko-pomorskie;świecki;64;6.47;0;0;0;88;1286;199;64;128;7;t0414;2020-12-03
kujawsko-pomorskie;toruński;73;6.7;1;0;1;102;1590;300;74;213;13;t0415;2020-12-03
kujawsko-pomorskie;tucholski;23;4.76;0;0;0;30;552;81;24;54;3;t0416;2020-12-03
kujawsko-pomorskie;wąbrzeski;16;4.69;0;0;0;28;395;42;16;23;3;t0417;2020-12-03
kujawsko-pomorskie;włocławski;28;3.26;0;0;0;46;724;77;28;49;0;t0418;2020-12-03
kujawsko-pomorskie;żniński;37;5.28;0;0;0;50;747;127;39;87;1;t0419;2020-12-03
kujawsko-pomorskie;Bydgoszcz;193;5.57;2;2;0;318;3126;936;206;680;50;t0461;2020-12-03
kujawsko-pomorskie;Grudziądz;71;7.55;0;0;0;94;937;311;80;223;8;t0462;2020-12-03
kujawsko-pomorskie;Toruń;165;8.2;2;0;2;179;1951;810;169;613;28;t0463;2020-12-03
kujawsko-pomorskie;Włocławek;43;3.93;2;2;0;58;829;146;44;97;5;t0464;2020-12-03
lubelskie;bialski;53;4.8;0;0;0;31;922;128;57;68;3;t0601;2020-12-03
lubelskie;biłgorajski;11;1.09;2;0;2;22;447;86;11;73;2;t0602;2020-12-03
lubelskie;chełmski;25;3.22;2;1;1;39;623;80;25;51;4;t0603;2020-12-03
lubelskie;hrubieszowski;23;3.68;1;0;1;25;457;84;24;60;0;t0604;2020-12-03
lubelskie;janowski;8;1.76;0;0;0;8;215;29;9;18;2;t0605;2020-12-03
lubelskie;krasnostawski;32;5.08;3;0;3;36;636;66;35;29;2;t0606;2020-12-03
lubelskie;kraśnicki;28;2.95;0;0;0;29;626;104;33;69;2;t0607;2020-12-03
lubelskie;lubartowski;25;2.84;2;1;1;40;712;83;26;57;0;t0608;2020-12-03
lubelskie;lubelski;76;4.87;1;1;0;79;1565;229;94;132;3;t0609;2020-12-03
lubelskie;łęczyński;17;2.97;0;0;0;25;421;62;17;44;1;t0610;2020-12-03
lubelskie;łukowski;11;1.03;0;0;0;25;564;64;11;52;1;t0611;2020-12-03
lubelskie;opolski;12;2.04;0;0;0;15;418;46;14;32;0;t0612;2020-12-03
lubelskie;parczewski;18;5.2;3;3;0;11;190;36;18;18;0;t0613;2020-12-03
lubelskie;puławski;54;4.79;3;0;3;75;913;146;57;83;6;t0614;2020-12-03
lubelskie;radzyński;7;1.19;1;1;0;12;323;38;7;31;0;t0615;2020-12-03
lubelskie;rycki;9;1.61;1;0;1;29;402;48;12;35;1;t0616;2020-12-03
lubelskie;świdnicki;26;3.62;0;0;0;52;892;92;27;64;1;t0617;2020-12-03
lubelskie;tomaszowski;15;1.82;0;0;0;29;424;68;18;45;5;t0618;2020-12-03
lubelskie;włodawski;23;6.02;1;0;1;16;185;44;25;19;0;t0619;2020-12-03
lubelskie;zamojski;15;1.42;6;0;6;26;492;126;22;93;11;t0620;2020-12-03
lubelskie;Biała Podlaska;30;5.25;0;0;0;31;662;81;33;43;5;t0661;2020-12-03
lubelskie;Chełm;35;5.68;0;0;0;55;586;86;36;47;3;t0662;2020-12-03
lubelskie;Lublin;153;4.51;2;0;2;235;2843;580;172;398;10;t0663;2020-12-03
lubelskie;Zamość;10;1.58;6;2;4;17;304;74;14;57;3;t0664;2020-12-03
lubuskie;gorzowski;34;4.72;2;0;2;35;654;117;39;78;0;t0801;2020-12-03
lubuskie;krośnieński;34;6.22;0;0;0;24;617;72;36;36;0;t0802;2020-12-03
lubuskie;międzyrzecki;19;3.31;0;0;0;40;545;84;21;58;5;t0803;2020-12-03
lubuskie;nowosolski;40;4.65;1;1;0;25;476;85;44;40;1;t0804;2020-12-03
lubuskie;słubicki;33;7.04;1;0;1;30;813;72;36;36;0;t0805;2020-12-03
lubuskie;strzelecko-drezdenecki;12;2.46;0;0;0;16;383;61;12;49;0;t0806;2020-12-03
lubuskie;sulęciński;20;5.7;0;0;0;25;482;136;28;107;1;t0807;2020-12-03
lubuskie;świebodziński;13;2.33;0;0;0;16;541;80;18;55;7;t0808;2020-12-03
lubuskie;zielonogórski;24;3.17;2;0;2;38;621;109;29;78;2;t0809;2020-12-03
lubuskie;żagański;41;5.21;0;0;0;37;772;124;44;77;3;t0810;2020-12-03
lubuskie;żarski;38;3.97;3;0;3;49;766;118;43;72;3;t0811;2020-12-03
lubuskie;wschowski;4;1.03;0;0;0;16;242;17;5;12;0;t0812;2020-12-03
lubuskie;Gorzów Wielkopolski;96;7.78;6;0;6;78;1061;284;102;179;3;t0861;2020-12-03
lubuskie;Zielona Góra;77;5.45;0;0;0;53;954;256;95;158;3;t0862;2020-12-03
łódzkie;bełchatowski;35;3.11;0;0;0;33;695;170;40;125;5;t1001;2020-12-03
łódzkie;kutnowski;35;3.64;1;1;0;47;727;124;38;85;1;t1002;2020-12-03
łódzkie;łaski;8;1.61;4;2;2;20;413;47;10;35;2;t1003;2020-12-03
łódzkie;łęczycki;20;4.04;0;0;0;29;500;97;27;67;3;t1004;2020-12-03
łódzkie;łowicki;6;0.77;4;2;2;31;598;47;7;39;1;t1005;2020-12-03
łódzkie;łódzki wschodni;35;4.83;0;0;0;38;657;123;39;80;4;t1006;2020-12-03
łódzkie;opoczyński;16;2.11;0;0;0;8;220;64;18;44;2;t1007;2020-12-03
łódzkie;pabianicki;53;4.45;2;0;2;73;1006;176;55;119;2;t1008;2020-12-03
łódzkie;pajęczański;9;1.76;0;0;0;9;330;45;9;33;3;t1009;2020-12-03
łódzkie;piotrkowski;20;2.19;1;0;1;28;507;90;22;67;1;t1010;2020-12-03
łódzkie;poddębicki;11;2.68;0;0;0;30;446;48;12;35;1;t1011;2020-12-03
łódzkie;radomszczański;40;3.56;1;0;1;39;665;157;41;113;3;t1012;2020-12-03
łódzkie;rawski;6;1.24;0;0;0;12;396;37;10;27;0;t1013;2020-12-03
łódzkie;sieradzki;37;3.15;0;0;0;51;995;141;38;96;7;t1014;2020-12-03
łódzkie;skierniewicki;10;2.62;0;0;0;15;313;33;10;22;1;t1015;2020-12-03
łódzkie;tomaszowski;57;4.91;8;1;7;35;765;193;64;123;6;t1016;2020-12-03
łódzkie;wieluński;14;1.84;8;2;6;21;423;49;15;32;2;t1017;2020-12-03
łódzkie;wieruszowski;4;0.95;2;0;2;5;200;17;4;12;1;t1018;2020-12-03
łódzkie;zduńskowolski;25;3.77;4;4;0;32;411;79;26;51;2;t1019;2020-12-03
łódzkie;zgierski;67;4.03;12;1;11;91;1406;324;80;234;10;t1020;2020-12-03
łódzkie;brzeziński;0;0.0;0;0;0;8;172;36;0;34;2;t1021;2020-12-03
łódzkie;Łódź;380;5.61;0;0;0;455;5140;1662;420;1176;66;t1061;2020-12-03
łódzkie;Piotrków Trybunalski;16;2.2;1;0;1;25;395;83;16;67;0;t1062;2020-12-03
łódzkie;Skierniewice;14;2.92;0;0;0;25;447;64;17;44;3;t1063;2020-12-03
małopolskie;bocheński;18;1.68;1;0;1;24;540;426;21;405;0;t1201;2020-12-03
małopolskie;brzeski;11;1.18;2;0;2;17;423;105;14;90;1;t1202;2020-12-03
małopolskie;chrzanowski;34;2.74;4;4;0;39;699;131;35;94;2;t1203;2020-12-03
małopolskie;dąbrowski;7;1.18;1;0;1;8;210;36;7;29;0;t1204;2020-12-03
małopolskie;gorlicki;16;1.47;3;0;3;24;464;98;22;70;6;t1205;2020-12-03
małopolskie;krakowski;79;2.82;3;3;0;89;1731;353;85;260;8;t1206;2020-12-03
małopolskie;limanowski;5;0.38;3;2;1;16;273;121;14;105;2;t1207;2020-12-03
małopolskie;miechowski;11;2.26;1;1;0;11;140;118;11;107;0;t1208;2020-12-03
małopolskie;myślenicki;18;1.41;2;0;2;23;523;227;23;198;6;t1209;2020-12-03
małopolskie;nowosądecki;27;1.24;0;0;0;22;495;503;74;424;5;t1210;2020-12-03
małopolskie;nowotarski;12;0.63;0;0;0;12;187;163;16;143;4;t1211;2020-12-03
małopolskie;olkuski;9;0.81;2;0;2;31;489;80;9;68;3;t1212;2020-12-03
małopolskie;oświęcimski;30;1.96;4;0;4;38;636;144;33;107;4;t1213;2020-12-03
małopolskie;proszowicki;5;1.16;0;0;0;8;204;55;5;49;1;t1214;2020-12-03
małopolskie;suski;21;2.49;0;0;0;13;466;149;27;119;3;t1215;2020-12-03
małopolskie;tarnowski;36;1.79;0;0;0;47;870;154;39;111;4;t1216;2020-12-03
małopolskie;tatrzański;18;2.64;1;1;0;8;184;243;50;190;3;t1217;2020-12-03
małopolskie;wadowicki;30;1.88;3;0;3;41;737;236;33;198;5;t1218;2020-12-03
małopolskie;wielicki;15;1.15;1;0;1;40;654;123;19;98;6;t1219;2020-12-03
małopolskie;Kraków;150;1.92;8;4;4;274;3734;1093;184;886;23;t1261;2020-12-03
małopolskie;Nowy Sącz;17;2.03;2;2;0;15;178;166;25;137;4;t1262;2020-12-03
małopolskie;Tarnów;31;2.87;0;0;0;31;446;160;37;121;2;t1263;2020-12-03
mazowieckie;białobrzeski;4;1.2;0;0;0;11;242;23;5;17;1;t1401;2020-12-03
mazowieckie;ciechanowski;21;2.35;4;0;4;35;580;121;34;81;6;t1402;2020-12-03
mazowieckie;garwoliński;9;0.83;1;0;1;32;434;104;10;91;3;t1403;2020-12-03
mazowieckie;gostyniński;13;2.9;0;0;0;31;244;55;17;35;3;t1404;2020-12-03
mazowieckie;grodziski;39;4.03;2;1;1;61;1127;142;46;93;3;t1405;2020-12-03
mazowieckie;grójecki;16;1.63;1;0;1;50;1499;87;16;63;8;t1406;2020-12-03
mazowieckie;kozienicki;22;3.68;1;1;0;19;493;94;23;69;2;t1407;2020-12-03
mazowieckie;legionowski;59;4.95;3;0;3;61;1045;264;81;164;19;t1408;2020-12-03
mazowieckie;lipski;9;2.67;3;0;3;5;164;36;9;27;0;t1409;2020-12-03
mazowieckie;łosicki;4;1.3;4;0;4;15;222;28;4;24;0;t1410;2020-12-03
mazowieckie;makowski;9;2.01;1;0;1;14;183;28;10;17;1;t1411;2020-12-03
mazowieckie;miński;38;2.45;3;0;3;72;1340;185;42;134;9;t1412;2020-12-03
mazowieckie;mławski;9;1.24;4;0;4;83;567;57;11;43;3;t1413;2020-12-03
mazowieckie;nowodworski;22;2.77;0;0;0;25;605;112;25;84;3;t1414;2020-12-03
mazowieckie;ostrołęcki;23;2.6;0;0;0;24;407;67;30;30;7;t1415;2020-12-03
mazowieckie;ostrowski;17;2.36;1;1;0;29;533;78;22;49;7;t1416;2020-12-03
mazowieckie;otwocki;63;5.06;2;0;2;98;1589;273;64;193;16;t1417;2020-12-03
mazowieckie;piaseczyński;135;7.12;2;0;2;121;1895;407;141;251;15;t1418;2020-12-03
mazowieckie;płocki;51;4.6;1;0;1;58;1010;183;77;92;14;t1419;2020-12-03
mazowieckie;płoński;27;3.11;0;0;0;28;855;160;30;112;18;t1420;2020-12-03
mazowieckie;pruszkowski;41;2.46;2;0;2;84;1751;255;49;198;8;t1421;2020-12-03
mazowieckie;przasnyski;6;1.15;0;0;0;35;400;32;6;26;0;t1422;2020-12-03
mazowieckie;przysuski;4;0.97;0;0;0;6;181;20;4;15;1;t1423;2020-12-03
mazowieckie;pułtuski;59;11.39;0;0;0;23;292;495;65;410;20;t1424;2020-12-03
mazowieckie;radomski;24;1.58;0;0;0;42;775;136;27;106;3;t1425;2020-12-03
mazowieckie;siedlecki;14;1.72;2;0;2;24;544;113;21;89;3;t1426;2020-12-03
mazowieckie;sierpecki;9;1.74;0;0;0;15;295;34;15;19;0;t1427;2020-12-03
mazowieckie;sochaczewski;23;2.71;2;0;2;43;1090;107;25;80;2;t1428;2020-12-03
mazowieckie;sokołowski;9;1.68;0;0;0;11;378;46;9;31;6;t1429;2020-12-03
mazowieckie;szydłowiecki;1;0.25;0;0;0;7;98;29;1;23;5;t1430;2020-12-03
mazowieckie;warszawski zachodni;68;5.69;5;4;1;68;1630;200;70;122;8;t1432;2020-12-03
mazowieckie;węgrowski;17;2.59;1;0;1;38;561;90;21;55;14;t1433;2020-12-03
mazowieckie;wołomiński;40;1.59;1;1;0;127;2389;321;47;265;9;t1434;2020-12-03
mazowieckie;wyszkowski;12;1.62;0;0;0;21;438;80;14;62;4;t1435;2020-12-03
mazowieckie;zwoleński;6;1.67;0;0;0;7;196;29;7;20;2;t1436;2020-12-03
mazowieckie;żuromiński;4;1.04;0;0;0;12;151;30;5;21;4;t1437;2020-12-03
mazowieckie;żyrardowski;30;3.97;2;0;2;44;577;136;36;93;7;t1438;2020-12-03
