wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt
Ca³y kraj;Ca³y kraj;6640;1.73;346;76;270;10811;8974;188758;45108;7386;36950;772;t0000
dolnoœl¹skie;boles³awiecki;15;1.67;0;0;0;35;16;434;104;16;87;1;t0201
dolnoœl¹skie;dzier¿oniowski;5;0.50;2;0;2;15;11;186;66;7;57;2;t0202
dolnoœl¹skie;g³ogowski;8;0.90;0;0;0;15;20;273;86;9;77;0;t0203
dolnoœl¹skie;górowski;0;0;0;0;0;9;6;115;27;0;27;0;t0204
dolnoœl¹skie;jaworski;8;1.60;1;1;0;13;6;173;49;9;39;1;t0205
dolnoœl¹skie;jeleniogórski;3;0.47;0;0;0;1;5;252;90;3;85;2;t0206
dolnoœl¹skie;kamiennogórski;2;0.46;0;0;0;0;1;90;77;2;72;3;t0207
dolnoœl¹skie;k³odzki;26;1.65;1;0;1;34;13;562;164;27;135;2;t0208
dolnoœl¹skie;legnicki;6;1.09;1;1;0;6;4;175;49;6;42;1;t0209
dolnoœl¹skie;lubañski;1;0.18;0;0;0;17;11;263;24;1;23;0;t0210
dolnoœl¹skie;lubiñski;7;0.66;1;0;1;19;8;237;99;7;91;1;t0211
dolnoœl¹skie;lwówecki;4;0.87;0;0;0;12;4;112;53;4;49;0;t0212
dolnoœl¹skie;milicki;1;0.27;0;0;0;4;3;134;27;1;26;0;t0213
dolnoœl¹skie;oleœnicki;15;1.40;0;0;0;29;15;367;121;16;103;2;t0214
dolnoœl¹skie;o³awski;7;0.91;1;1;0;30;10;409;137;11;125;1;t0215
dolnoœl¹skie;polkowicki;11;1.74;0;0;0;11;3;211;67;12;55;0;t0216
dolnoœl¹skie;strzeliñski;3;0.69;0;0;0;1;6;116;55;3;52;0;t0217
dolnoœl¹skie;œredzki;11;1.99;0;0;0;20;12;246;60;11;47;2;t0218
dolnoœl¹skie;œwidnicki;14;0.89;2;0;2;26;32;690;243;20;220;3;t0219
dolnoœl¹skie;trzebnicki;9;1.05;0;0;0;17;14;428;114;10;103;1;t0220
dolnoœl¹skie;wa³brzyski;5;0.90;0;0;0;8;7;143;61;5;55;1;t0221
dolnoœl¹skie;wo³owski;8;1.71;0;0;0;9;7;226;53;8;45;0;t0222
dolnoœl¹skie;wroc³awski;36;2.34;2;2;0;50;31;1219;239;42;192;5;t0223
dolnoœl¹skie;z¹bkowicki;1;0.16;0;0;0;9;26;272;47;1;46;0;t0224
dolnoœl¹skie;zgorzelecki;7;0.79;0;0;0;14;24;364;68;7;58;3;t0225
dolnoœl¹skie;z³otoryjski;7;1.62;0;0;0;4;4;147;36;9;26;1;t0226
dolnoœl¹skie;Jelenia Góra;11;1.40;0;0;0;20;8;293;88;12;76;0;t0261
dolnoœl¹skie;Legnica;15;1.51;0;0;0;28;13;604;103;15;87;1;t0262
dolnoœl¹skie;Wroc³aw;107;1.66;3;2;1;197;140;3860;1323;122;1183;18;t0264
dolnoœl¹skie;Wa³brzych;12;1.08;3;3;0;23;11;305;157;13;142;2;t0265
kujawsko-pomorskie;aleksandrowski;6;1.09;0;0;0;20;11;206;52;12;40;0;t0401
kujawsko-pomorskie;brodnicki;12;1.52;0;0;0;13;23;396;60;13;47;0;t0402
kujawsko-pomorskie;bydgoski;47;3.93;1;0;1;71;64;1125;178;50;124;4;t0403
kujawsko-pomorskie;che³miñski;31;5.98;3;0;3;35;36;642;133;44;87;2;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;19;4.23;0;0;0;27;12;259;57;19;37;1;t0405
kujawsko-pomorskie;grudzi¹dzki;12;2.98;0;0;0;17;17;345;55;13;42;0;t0406
kujawsko-pomorskie;inowroc³awski;36;2.26;1;0;1;62;46;870;165;42;118;5;t0407
kujawsko-pomorskie;lipnowski;6;0.91;0;0;0;5;6;261;67;6;60;1;t0408
kujawsko-pomorskie;mogileñski;4;0.88;0;0;0;10;13;187;20;5;14;1;t0409
kujawsko-pomorskie;nakielski;55;6.38;1;0;1;60;11;705;142;55;83;4;t0410
kujawsko-pomorskie;radziejowski;3;0.75;0;0;0;6;17;191;29;3;26;0;t0411
