"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"1","Cały kraj","Cały kraj",215,0.06,52,10,42,4411,358,60547,58596,351,58080,165,"t0000",2021-06-14
"2","dolnośląskie","bolesławiecki",1,0.11,4,1,3,13,2,197,226,2,224,0,"t0201",2021-06-14
"3","dolnośląskie","dzierżoniowski",1,0.1,0,0,0,14,1,84,123,1,121,1,"t0202",2021-06-14
"4","dolnośląskie","głogowski",0,0,1,0,1,10,1,111,110,0,110,0,"t0203",2021-06-14
"5","dolnośląskie","górowski",0,0,0,0,0,4,0,46,33,1,32,0,"t0204",2021-06-14
"6","dolnośląskie","jaworski",0,0,0,0,0,4,0,46,30,0,30,0,"t0205",2021-06-14
"7","dolnośląskie","jeleniogórski",0,0,2,0,2,2,0,64,96,0,95,1,"t0206",2021-06-14
"8","dolnośląskie","kamiennogórski",0,0,0,0,0,4,0,38,46,0,46,0,"t0207",2021-06-14
"9","dolnośląskie","kłodzki",0,0,0,0,0,19,0,96,160,1,159,0,"t0208",2021-06-14
"10","dolnośląskie","legnicki",0,0,0,0,0,6,1,73,95,0,95,0,"t0209",2021-06-14
"11","dolnośląskie","lubański",1,0.18,0,0,0,9,1,55,54,1,53,0,"t0210",2021-06-14
"12","dolnośląskie","lubiński",0,0,0,0,0,13,0,64,115,0,115,0,"t0211",2021-06-14
"13","dolnośląskie","lwówecki",0,0,0,0,0,21,3,49,92,0,92,0,"t0212",2021-06-14
"14","dolnośląskie","milicki",0,0,0,0,0,2,1,36,24,0,24,0,"t0213",2021-06-14
"15","dolnośląskie","oleśnicki",0,0,0,0,0,17,0,148,98,0,98,0,"t0214",2021-06-14
"16","dolnośląskie","oławski",0,0,0,0,0,15,0,147,86,0,86,0,"t0215",2021-06-14
"17","dolnośląskie","polkowicki",0,0,0,0,0,3,0,29,60,0,60,0,"t0216",2021-06-14
"18","dolnośląskie","strzeliński",0,0,0,0,0,3,0,26,46,0,46,0,"t0217",2021-06-14
