wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;27356;7.13;502;171;331;42883;20990;713321;109011;29432;77868;1711;t0000;2021-12-01
dolnoœl¹skie;boles³awiecki;102;11.33;1;0;1;131;96;2100;314;109;190;15;t0201;2021-12-01
dolnoœl¹skie;dzier¿oniowski;71;7.06;0;0;0;99;28;1063;242;74;164;4;t0202;2021-12-01
dolnoœl¹skie;g³ogowski;64;7.20;0;0;0;117;67;2160;213;64;143;6;t0203;2021-12-01
dolnoœl¹skie;górowski;26;7.49;0;0;0;41;16;672;93;28;65;0;t0204;2021-12-01
dolnoœl¹skie;jaworski;76;15.22;0;0;0;51;13;963;173;79;87;7;t0205;2021-12-01
dolnoœl¹skie;jeleniogórski;24;3.79;0;0;0;50;8;754;156;29;127;0;t0206;2021-12-01
dolnoœl¹skie;kamiennogórski;7;1.63;0;0;0;24;1;204;78;7;71;0;t0207;2021-12-01
dolnoœl¹skie;k³odzki;59;3.75;1;0;1;104;13;1566;287;65;218;4;t0208;2021-12-01
dolnoœl¹skie;legnicki;45;8.15;0;0;0;47;30;1307;104;49;53;2;t0209;2021-12-01
dolnoœl¹skie;lubañski;43;7.95;1;1;0;80;36;1333;124;48;73;3;t0210;2021-12-01
dolnoœl¹skie;lubiñski;116;10.93;0;0;0;154;60;2637;319;119;189;11;t0211;2021-12-01
dolnoœl¹skie;lwówecki;22;4.81;0;0;0;65;16;743;169;23;141;5;t0212;2021-12-01
dolnoœl¹skie;milicki;29;7.86;2;2;0;28;24;916;69;33;35;1;t0213;2021-12-01
dolnoœl¹skie;oleœnicki;102;9.50;0;0;0;101;52;2052;269;108;154;7;t0214;2021-12-01
dolnoœl¹skie;o³awski;85;11.06;0;0;0;89;37;2275;220;89;126;5;t0215;2021-12-01
dolnoœl¹skie;polkowicki;51;8.08;0;0;0;73;27;1590;164;54;107;3;t0216;2021-12-01
dolnoœl¹skie;strzeliñski;43;9.90;0;0;0;46;20;726;118;44;72;2;t0217;2021-12-01
dolnoœl¹skie;œredzki;64;11.56;0;0;0;103;10;1498;191;67;121;3;t0218;2021-12-01
dolnoœl¹skie;œwidnicki;94;6.00;0;0;0;109;30;1985;326;100;223;3;t0219;2021-12-01
dolnoœl¹skie;trzebnicki;58;6.79;0;0;0;88;29;1462;216;60;153;3;t0220;2021-12-01
dolnoœl¹skie;wa³brzyski;15;2.71;0;0;0;41;8;461;93;16;77;0;t0221;2021-12-01
dolnoœl¹skie;wo³owski;46;9.84;0;0;0;44;22;1222;136;52;80;4;t0222;2021-12-01
dolnoœl¹skie;wroc³awski;172;11.18;0;0;0;227;160;4060;581;187;382;12;t0223;2021-12-01
dolnoœl¹skie;z¹bkowicki;51;7.91;0;0;0;52;2;1409;172;56;107;9;t0224;2021-12-01
dolnoœl¹skie;zgorzelecki;50;5.63;1;1;0;108;23;1625;120;53;65;2;t0225;2021-12-01
dolnoœl¹skie;z³otoryjski;20;4.62;0;0;0;40;18;682;86;24;59;3;t0226;2021-12-01
dolnoœl¹skie;Jelenia Góra;74;9.39;0;0;0;67;13;896;283;81;200;2;t0261;2021-12-01
dolnoœl¹skie;Legnica;54;5.45;1;1;0;121;49;2550;226;61;161;4;t0262;2021-12-01
dolnoœl¹skie;Wroc³aw;645;10.02;4;4;0;858;536;11985;2282;695;1558;29;t0264;2021-12-01
dolnoœl¹skie;Wa³brzych;34;3.07;0;0;0;76;15;858;177;36;139;2;t0265;2021-12-01
kujawsko-pomorskie;aleksandrowski;26;4.73;0;0;0;61;18;700;118;27;90;1;t0401;2021-12-01
kujawsko-pomorskie;brodnicki;55;6.95;0;0;0;70;18;1113;164;58;106;0;t0402;2021-12-01
kujawsko-pomorskie;bydgoski;79;6.61;0;0;0;169;94;2890;358;84;272;2;t0403;2021-12-01
kujawsko-pomorskie;che³miñski;48;9.26;0;0;0;52;7;1083;154;51;102;1;t0404;2021-12-01
kujawsko-pomorskie;golubsko-dobrzyñski;27;6.01;2;1;1;56;13;733;118;29;89;0;t0405;2021-12-01
kujawsko-pomorskie;grudzi¹dzki;46;11.44;1;0;1;63;19;866;178;54;121;3;t0406;2021-12-01
kujawsko-pomorskie;inowroc³awski;118;7.41;0;0;0;199;48;2561;502;124;374;4;t0407;2021-12-01
kujawsko-pomorskie;lipnowski;61;9.30;0;0;0;55;34;1094;210;63;146;1;t0408;2021-12-01
kujawsko-pomorskie;mogileñski;47;10.33;0;0;0;47;18;749;156;51;101;4;t0409;2021-12-01
kujawsko-pomorskie;nakielski;104;12.06;0;0;0;97;48;1722;335;105;221;9;t0410;2021-12-01
kujawsko-pomorskie;radziejowski;24;5.97;1;0;1;47;25;737;74;26;47;1;t0411;2021-12-01
kujawsko-pomorskie;rypiñski;23;5.30;0;0;0;35;22;551;81;24;57;0;t0412;2021-12-01
kujawsko-pomorskie;sêpoleñski;93;22.73;0;0;0;60;25;1418;214;93;119;2;t0413;2021-12-01
kujawsko-pomorskie;œwiecki;39;3.94;1;0;1;109;68;1678;217;46;169;2;t0414;2021-12-01
kujawsko-pomorskie;toruñski;106;9.73;1;1;0;153;111;2150;361;109;250;2;t0415;2021-12-01
kujawsko-pomorskie;tucholski;48;9.93;0;0;0;52;22;1256;184;54;127;3;t0416;2021-12-01
kujawsko-pomorskie;w¹brzeski;21;6.16;0;0;0;41;29;570;74;25;49;0;t0417;2021-12-01
kujawsko-pomorskie;w³oc³awski;71;8.27;1;0;1;94;37;1926;176;71;98;7;t0418;2021-12-01
kujawsko-pomorskie;¿niñski;40;5.71;1;0;1;83;56;1125;243;48;192;3;t0419;2021-12-01
kujawsko-pomorskie;Bydgoszcz;276;7.96;2;0;2;454;208;5840;1091;292;781;18;t0461;2021-12-01
