"","wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","zgony_w_wyniku_covid_bez_chorob_wspolistniejacych","zgony_w_wyniku_covid_i_chorob_wspolistniejacych","liczba_zlecen_poz","liczba_ozdrowiencow","liczba_osob_objetych_kwarantanna","liczba_wykonanych_testow","liczba_testow_z_wynikiem_pozytywnym","liczba_testow_z_wynikiem_negatywnym","liczba_pozostalych_testow","teryt","stan_rekordu_na"
"1","Cały kraj","Cały kraj",196,0.05,6,2,4,1589,186,66472,39373,236,39086,51,"t0000",2021-08-12
"2","dolnośląskie","bolesławiecki",0,0,0,0,0,3,0,187,111,0,111,0,"t0201",2021-08-12
"3","dolnośląskie","dzierżoniowski",0,0,0,0,0,4,0,87,82,0,82,0,"t0202",2021-08-12
"4","dolnośląskie","głogowski",0,0,0,0,0,0,2,87,77,0,77,0,"t0203",2021-08-12
"5","dolnośląskie","górowski",0,0,0,0,0,1,0,70,9,0,9,0,"t0204",2021-08-12
"6","dolnośląskie","jaworski",0,0,0,0,0,0,0,49,46,0,46,0,"t0205",2021-08-12
"7","dolnośląskie","jeleniogórski",0,0,0,0,0,1,0,100,43,0,43,0,"t0206",2021-08-12
"8","dolnośląskie","kamiennogórski",0,0,0,0,0,1,0,67,36,0,36,0,"t0207",2021-08-12
"9","dolnośląskie","kłodzki",0,0,0,0,0,7,0,131,134,0,134,0,"t0208",2021-08-12
"10","dolnośląskie","legnicki",0,0,0,0,0,2,0,95,37,0,37,0,"t0209",2021-08-12
"11","dolnośląskie","lubański",0,0,0,0,0,3,0,38,27,0,27,0,"t0210",2021-08-12
"12","dolnośląskie","lubiński",1,0.09,0,0,0,7,1,60,99,1,98,0,"t0211",2021-08-12
"13","dolnośląskie","lwówecki",0,0,0,0,0,3,0,52,37,0,37,0,"t0212",2021-08-12
"14","dolnośląskie","milicki",1,0.27,0,0,0,0,0,40,35,1,34,0,"t0213",2021-08-12
"15","dolnośląskie","oleśnicki",0,0,0,0,0,3,1,190,64,0,64,0,"t0214",2021-08-12
"16","dolnośląskie","oławski",0,0,0,0,0,1,0,280,67,0,67,0,"t0215",2021-08-12
"17","dolnośląskie","polkowicki",0,0,0,0,0,1,0,67,62,0,62,0,"t0216",2021-08-12
"18","dolnośląskie","strzeliński",0,0,0,0,0,4,0,62,35,0,35,0,"t0217",2021-08-12
